pair_id,set,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,pred_score,runtime_ms
p015,Set A,1,1,354.096,642.902,353.2,643.8,1.2685503537502432,10.904,10.9,0.0039999999999995595,-3.36,-2.75,0.6099999999999999,0.998,614.6416664123535
p016,Set A,1,1,498.774,294.074,519.2,469.2,176.31317974558792,8.88,10.0,1.1199999999999992,-4.151,-0.25,3.901,0.999,703.2914161682129
p017,Set A,1,1,448.303,545.919,180.8,179.2,453.91704084557125,9.938,10.0,0.06199999999999939,0.092,2.25,2.158,0.9986,709.6552848815918
p018,Set A,1,0,674.541,745.125,0.0,0.0,999.0,9.371,0.0,999.0,-2.252,0.0,999.0,0.9632,671.3252067565918
p019,Set A,1,1,644.223,702.737,644.8,703.8,1.2095032037989701,8.917,8.9,0.01699999999999946,-3.157,-2.75,0.40700000000000003,0.998,583.4388732910156
p020,Set A,1,1,567.759,647.544,568.25,648.8,1.3485610850087268,11.068,11.1,0.03200000000000003,0.289,0.25,0.03899999999999998,0.9989,599.3621349334717
p021,Set A,1,0,541.409,518.575,0.0,0.0,999.0,11.611,0.0,999.0,0.859,0.0,999.0,0.9946,649.5933532714844
p022,Set A,1,1,639.715,688.516,639.96,688.33,0.30760526653484516,9.788,9.9,0.1120000000000001,2.498,2.5,0.0019999999999997797,0.9967,629.446268081665
p023,Set A,1,1,438.997,284.702,438.22,285.25,0.9508064997674246,8.932,8.9,0.03200000000000003,2.341,2.25,0.09100000000000019,0.999,670.4089641571045
p024,Set A,1,1,465.627,421.224,464.7,422.3,1.4202482177422668,10.223,10.1,0.12300000000000111,3.625,4.75,1.125,0.9984,637.0754241943359
p025,Set A,1,1,295.927,365.195,294.78,363.7,1.8843126067614482,8.467,8.1,0.3670000000000009,0.651,0.25,0.401,0.9982,714.9271965026855
p026,Set A,1,1,655.189,699.19,223.7,727.3,432.40366467110334,10.207,9.9,0.3070000000000004,1.708,-2.5,4.208,0.9986,634.5479488372803
p027,Set A,1,1,499.464,391.473,498.41,390.2,1.6527083832303893,11.067,11.1,0.032999999999999474,2.833,2.75,0.08300000000000018,0.9988,665.0431156158447
p028,Set A,1,1,518.841,717.893,517.7,716.7,1.6507967773169039,9.94,9.9,0.03999999999999915,4.535,4.75,0.21499999999999986,0.9989,649.4286060333252
p029,Set A,1,1,565.874,493.13,565.2,492.41,0.9862433776710128,9.214,9.1,0.11400000000000077,-4.015,-4.75,0.7350000000000003,0.9983,663.5036468505859
p030,Set A,1,1,543.885,280.263,543.24,279.7,0.8561506876712552,9.921,9.9,0.02099999999999902,-3.906,-4.75,0.8439999999999999,0.9985,717.5970077514648
p031,Set A,1,1,702.599,269.109,702.86,269.19,0.2732800761123754,8.775,8.9,0.125,-4.206,-4.75,0.5439999999999996,0.9982,637.615442276001
p032,Set A,1,1,250.999,283.807,250.2,284.8,1.2745391323925683,10.602,10.9,0.29800000000000004,4.972,5.0,0.02799999999999958,0.9988,659.8684787750244
p033,Set A,1,1,602.999,361.704,810.2,567.2,291.8233376839488,8.885,10.0,1.1150000000000002,-0.84,0.0,0.84,0.9984,705.5268287658691
p034,Set A,1,1,674.849,565.317,459.02,568.53,215.85291429582327,11.649,10.1,1.5489999999999995,-3.587,0.25,3.837,0.9946,657.7901840209961
p035,Set A,1,1,418.766,283.784,417.7,284.3,1.1843192137257954,10.061,10.1,0.0389999999999997,-2.206,-2.25,0.04400000000000004,0.9989,643.5692310333252
p036,Set A,1,1,503.04,361.447,504.3,361.8,1.3085140427217368,9.009,9.0,0.009000000000000341,3.178,2.75,0.42799999999999994,0.9987,709.7563743591309
p037,Set A,1,1,451.621,653.58,452.31,654.8,1.4011141994854732,11.394,11.1,0.2940000000000005,3.867,4.75,0.883,0.9963,639.0953063964844
p038,Set A,1,1,701.382,491.593,422.58,717.2,358.648956018277,8.654,10.0,1.346,-1.499,0.0,1.499,0.9989,786.4418029785156
p039,Set A,1,1,298.178,270.774,297.2,271.8,1.4174484117596795,8.526,8.9,0.37400000000000055,2.808,2.75,0.05799999999999983,0.9978,714.1845226287842
p040,Set A,1,1,612.517,652.07,335.8,215.2,517.1341170228475,10.541,10.0,0.5410000000000004,-4.762,0.0,4.762,0.9984,694.4870948791504
p041,Set A,1,1,692.249,614.313,691.7,614.8,0.7338732860650694,11.995,12.0,0.005000000000000782,3.221,2.75,0.4710000000000001,0.9985,639.5184993743896
p042,Set A,1,1,585.298,472.549,585.8,472.2,0.6113959437221883,10.849,10.9,0.051000000000000156,2.045,2.25,0.20500000000000007,0.9988,632.3449611663818
p043,Set A,1,1,564.404,509.124,565.03,508.7,0.7560767156843279,9.688,9.9,0.21199999999999974,-1.804,-2.25,0.44599999999999995,0.9987,684.6480369567871
p044,Set A,1,1,389.942,712.259,388.7,711.7,1.3620003671071501,10.054,10.1,0.045999999999999375,4.732,4.75,0.017999999999999794,0.9989,627.2425651550293
p045,Set A,1,0,633.384,585.2,0.0,0.0,999.0,10.562,0.0,999.0,-3.26,0.0,999.0,0.9949,655.6799411773682
p046,Set A,1,1,258.259,361.259,796.94,186.2,566.4122820366804,10.489,12.0,1.5109999999999992,-3.105,4.75,7.855,0.7657,666.616678237915
p047,Set A,1,1,432.63,282.573,433.8,282.18,1.2342402521389486,8.677,8.9,0.22300000000000075,-2.847,-2.75,0.09699999999999998,0.9978,713.3646011352539
p048,Set A,1,1,654.358,721.751,653.7,720.7,1.2399858870163505,9.021,9.0,0.021000000000000796,0.678,0.25,0.42800000000000005,0.9987,635.4696750640869
p049,Set A,1,1,689.922,282.174,689.28,282.2,0.642526264054683,11.293,11.1,0.19299999999999962,-2.525,-2.5,0.02499999999999991,0.9986,667.8025722503662
p050,Set A,1,1,722.029,627.659,722.0,627.8,0.1439513806810802,8.794,8.9,0.10599999999999987,-2.737,-2.75,0.0129999999999999,0.9983,691.1211013793945
p051,Set A,1,1,443.936,264.238,444.3,264.32,0.37312196397427855,8.67,9.0,0.33000000000000007,-0.517,-0.25,0.267,0.999,708.0137729644775
p052,Set A,1,1,503.296,285.278,503.8,285.8,0.7256031973468765,11.369,11.1,0.26900000000000013,3.559,2.75,0.8090000000000002,0.9985,633.002519607544
p053,Set A,1,1,605.44,295.287,604.2,295.8,1.3419273452762102,9.976,10.0,0.023999999999999133,-3.463,-2.75,0.7130000000000001,0.9988,686.5496635437012
p054,Set A,1,1,282.341,552.276,539.49,358.7,321.8653071969702,10.273,10.1,0.17300000000000004,-0.541,-0.25,0.29100000000000004,0.9985,662.3952388763428
p055,Set A,1,0,409.476,636.233,0.0,0.0,999.0,11.423,0.0,999.0,-4.043,0.0,999.0,0.9945,597.8045463562012
p056,Set A,1,1,354.553,572.232,354.7,572.3,0.1619660458244111,9.587,9.9,0.3130000000000006,4.285,4.75,0.46499999999999986,0.9985,712.2452259063721
p057,Set A,1,1,704.395,307.772,704.63,307.34,0.49178145552676195,10.965,11.0,0.03500000000000014,-1.029,-2.25,1.221,0.9977,607.2461605072021
p058,Set A,1,1,664.067,496.835,664.2,496.8,0.13752817893074834,11.506,11.9,0.39400000000000013,4.032,4.75,0.718,0.9957,662.2648239135742
p059,Set A,1,1,436.418,262.131,462.2,759.2,497.73718193942483,8.305,10.0,1.6950000000000003,-0.556,-0.25,0.30600000000000005,0.9987,737.3933792114258
p060,Set A,1,1,391.487,406.659,390.7,407.3,1.0150123151962638,11.034,11.0,0.034000000000000696,4.975,5.0,0.025000000000000355,0.9979,632.6005458831787
p061,Set A,1,1,372.018,683.509,371.7,682.7,0.8692554285133568,8.287,8.1,0.18700000000000117,4.567,4.75,0.18299999999999983,0.9988,719.1376686096191
p062,Set A,1,1,445.122,480.61,445.2,480.8,0.2053874387590321,8.678,8.9,0.22199999999999953,-1.037,-0.25,0.7869999999999999,0.9974,730.842113494873
p063,Set A,1,1,351.967,625.946,350.7,624.7,1.7770213842269715,8.699,9.0,0.30100000000000016,-2.393,-2.5,0.1070000000000002,0.9965,715.165376663208
p064,Set A,1,1,357.917,583.418,356.7,582.7,1.4130155696240245,9.048,9.0,0.04800000000000004,-4.665,-4.75,0.08499999999999996,0.9985,751.2795925140381
p065,Set A,1,1,444.599,553.893,444.2,554.8,0.9908834442051524,9.41,9.1,0.3100000000000005,-1.826,-2.25,0.42399999999999993,0.9974,700.1309394836426
p066,Set A,1,1,621.303,486.9,88.8,611.2,546.8180090386563,9.433,10.0,0.5670000000000002,-3.886,0.25,4.136,0.9985,652.3540019989014
p067,Set A,1,1,454.13,718.347,454.8,719.8,1.6000340621374118,9.336,9.1,0.23600000000000065,2.415,2.25,0.16500000000000004,0.9987,727.4136543273926
p068,Set A,1,1,318.988,253.848,319.3,252.81,1.083876376714628,10.134,10.1,0.034000000000000696,2.308,2.25,0.05799999999999983,0.9988,733.2279682159424
p069,Set A,1,1,301.102,610.051,300.2,609.2,1.2400826585352989,9.353,9.1,0.2530000000000001,-4.021,-4.75,0.7290000000000001,0.9984,671.4460849761963
p070,Set A,1,1,436.153,396.577,436.3,395.7,0.8892345022546158,8.209,8.1,0.10899999999999999,1.832,2.25,0.4179999999999999,0.9986,699.7051239013672
p071,Set B,1,1,553.97,609.169,553.2,608.26,1.1912938344505763,11.34,11.1,0.2400000000000002,-0.948,-0.25,0.698,0.9974,617.2177791595459
p072,Set B,1,1,424.241,306.755,277.3,131.3,228.8582847659223,9.505,10.1,0.5949999999999989,0.589,-0.25,0.839,0.9987,683.8669776916504
p073,Set B,1,1,517.797,426.473,277.3,275.7,283.8508491056527,10.805,10.1,0.7050000000000001,-4.25,0.25,4.5,0.999,717.85569190979
p074,Set B,1,1,412.992,329.168,411.99,330.3,1.511763208971574,8.434,8.1,0.33399999999999963,-3.709,-2.75,0.9590000000000001,0.998,631.1318874359131
p075,Set B,1,1,585.296,419.358,584.4,418.2,1.4641652912154983,9.091,9.1,0.009000000000000341,-3.049,-2.75,0.29899999999999993,0.9987,650.3348350524902
p076,Set B,1,1,315.876,374.323,277.3,277.3,104.41058521529314,11.486,10.1,1.386000000000001,4.554,-0.25,4.804,0.9988,633.3472728729248
p077,Set B,1,1,450.26,344.242,449.7,345.3,1.197064743445394,9.371,9.0,0.37100000000000044,-2.709,-2.75,0.040999999999999925,0.9982,699.9471187591553
p078,Set B,1,1,361.937,286.763,535.18,514.47,286.118183445233,11.287,10.0,1.2870000000000008,3.3,0.25,3.05,0.9989,666.5492057800293
p079,Set B,1,1,496.46,417.085,496.91,418.3,1.2956562043999629,9.881,9.9,0.019000000000000128,-0.112,-2.25,2.138,0.9979,666.7003631591797
p080,Set B,1,1,420.849,684.815,785.8,294.2,534.5739524387623,11.026,10.0,1.0259999999999998,2.846,-0.25,3.096,0.999,666.5689945220947
p081,Set B,1,1,603.085,562.734,603.2,562.8,0.13259336333312904,9.134,9.1,0.034000000000000696,2.031,2.5,0.46899999999999986,0.9984,684.0856075286865
p082,Set B,1,1,371.124,474.876,371.8,475.8,1.1448807798194744,11.293,11.1,0.19299999999999962,-1.247,-2.25,1.003,0.9986,682.9721927642822
p083,Set B,1,1,603.962,540.871,604.8,540.2,1.0735385414599028,9.055,9.1,0.04499999999999993,1.255,0.25,1.005,0.9988,715.3043746948242
p084,Set B,1,1,733.846,614.724,733.63,613.7,1.0465333248396849,8.275,8.1,0.1750000000000007,1.577,2.25,0.673,0.9983,701.2887001037598
p085,Set B,1,1,299.691,571.623,300.8,572.8,1.6171610927795241,11.943,11.9,0.04299999999999926,1.166,0.25,0.9159999999999999,0.9988,633.324146270752
p086,Set B,1,1,479.033,303.158,479.8,303.8,1.0002264743546776,8.451,8.9,0.44899999999999984,-1.036,-0.25,0.786,0.9973,733.1852912902832
p087,Set B,1,1,564.38,275.718,451.8,450.2,207.64928298455544,9.79,10.0,0.21000000000000085,-3.465,-0.25,3.215,0.999,683.3631992340088
p088,Set B,1,1,593.903,350.896,462.7,464.3,173.42057093955148,11.995,10.1,1.8949999999999996,-2.385,0.25,2.635,0.9987,633.049488067627
p089,Set B,1,1,431.089,611.592,479.2,499.2,122.25641081350294,11.104,10.0,1.1039999999999992,-0.507,-0.25,0.257,0.999,616.746187210083
p090,Set B,1,1,268.774,497.491,729.54,731.8,516.9197367454642,8.053,11.1,3.046999999999999,-1.325,-2.25,0.925,0.9976,617.0828342437744
p091,Set B,1,0,481.18,507.229,0.0,0.0,999.0,10.494,0.0,999.0,4.729,0.0,999.0,0.421,632.9340934753418
p092,Set B,1,1,581.726,415.993,582.3,416.3,0.6509416256469999,8.197,8.1,0.09699999999999953,-1.845,-2.25,0.405,0.9987,666.445255279541
p093,Set B,1,1,635.379,345.705,635.2,346.8,1.1095341364735247,10.718,10.9,0.18200000000000038,-2.056,-2.25,0.19399999999999995,0.9986,650.2447128295898
p094,Set B,1,1,487.981,366.071,487.2,365.88,0.8040161689916572,11.968,11.9,0.06799999999999962,-3.103,-2.75,0.3530000000000002,0.9986,599.9724864959717
p095,Set B,1,1,340.125,438.95,340.38,439.02,0.2644333564435408,9.157,9.0,0.15700000000000003,-2.525,-2.5,0.02499999999999991,0.9949,600.1513004302979
p096,Set B,1,1,571.67,320.472,571.56,320.2,0.29340074982862313,8.845,8.9,0.054999999999999716,-0.738,-0.25,0.488,0.9983,667.3157215118408
p097,Set B,1,1,304.334,572.367,304.27,573.3,0.9351924935541288,8.821,9.0,0.17900000000000027,-4.691,-4.75,0.05900000000000016,0.9982,699.7382640838623
p098,Set B,1,1,285.954,475.628,621.3,621.3,365.6190248058763,8.244,9.9,1.6560000000000006,-2.766,-0.25,2.516,0.9969,636.0149383544922
p099,Set B,1,1,321.624,730.039,321.2,729.2,0.9400515943287007,10.852,10.9,0.04800000000000004,4.296,4.75,0.45399999999999974,0.9988,663.6285781860352
p100,Set B,1,1,656.7,665.625,656.4,664.7,0.972432516938814,11.039,11.0,0.0389999999999997,-0.907,-0.25,0.657,0.9969,650.0372886657715
p101,Set B,1,1,617.037,342.335,617.67,342.8,0.7854387309013569,9.088,9.1,0.012000000000000455,4.193,4.75,0.5570000000000004,0.9988,699.7261047363281
p102,Set B,1,1,349.357,328.85,348.7,329.7,1.074313269023516,8.289,8.0,0.2889999999999997,4.436,2.75,1.686,0.9981,667.5209999084473
p103,Set B,1,1,395.959,495.979,250.8,634.36,200.55033393639613,9.459,10.0,0.5410000000000004,-3.575,-0.25,3.325,0.9987,649.1086483001709
p104,Set B,1,1,429.978,485.015,429.2,485.74,1.0634420529582531,11.026,11.1,0.07399999999999984,2.191,2.5,0.30900000000000016,0.9984,599.93577003479
p105,Set B,1,1,285.437,574.646,286.3,573.7,1.2805018547428324,9.936,9.9,0.03599999999999959,4.097,4.75,0.6529999999999996,0.9986,633.1114768981934
p106,Set B,1,1,271.264,282.547,270.2,282.8,1.0936658539060449,10.811,10.9,0.08900000000000041,4.995,4.75,0.2450000000000001,0.9932,683.6240291595459
p107,Set B,1,1,521.048,407.136,520.96,406.2,0.9401276509070777,11.184,11.1,0.08399999999999963,4.536,5.0,0.4640000000000004,0.9952,640.0821208953857
p108,Set B,1,1,666.755,474.548,542.29,568.27,155.80548613254928,9.461,10.0,0.5389999999999997,-3.228,0.25,3.478,0.9989,692.1329498291016
p109,Set B,1,1,748.009,593.529,748.47,593.3,0.5147445968633677,11.208,11.1,0.10800000000000054,2.38,2.25,0.1299999999999999,0.9983,617.9325580596924
p110,Set B,1,1,705.125,694.419,704.86,693.2,1.2474718433695569,9.158,9.1,0.05799999999999983,1.787,2.25,0.4630000000000001,0.9986,666.6789054870605
p111,Set B,1,1,340.53,263.085,927.3,859.7,836.8085152082285,8.941,9.9,0.9589999999999996,-1.27,-0.25,1.02,0.9989,666.5043830871582
p112,Set B,1,1,440.539,275.643,441.3,276.3,1.0053705784436344,11.04,11.0,0.03999999999999915,4.505,4.75,0.2450000000000001,0.9985,666.3451194763184
p113,Set B,1,1,745.203,316.564,745.21,316.37,0.19412624758132888,8.18,8.1,0.08000000000000007,4.855,4.75,0.10500000000000043,0.9986,690.3815269470215
p114,Set B,1,1,284.146,495.211,422.61,718.8,262.991102923654,10.189,10.0,0.18900000000000006,4.875,0.25,4.625,0.999,675.3494739532471
p115,Set B,1,1,256.924,403.22,256.89,404.8,1.5803657804444986,9.184,9.1,0.08399999999999963,1.583,2.25,0.667,0.9976,651.4027118682861
p116,Set B,1,1,299.828,629.343,300.3,628.7,0.7976421503405684,9.914,9.9,0.013999999999999346,-4.629,-4.75,0.12100000000000044,0.9971,715.836763381958
p117,Set B,1,1,682.987,295.688,681.7,295.72,1.2873977629310216,11.641,12.0,0.359,2.661,2.5,0.16100000000000003,0.9983,633.4249973297119
p118,Set B,1,1,687.746,304.197,688.43,304.8,0.9118470266442547,11.363,11.1,0.2629999999999999,-0.027,-0.25,0.223,0.9982,667.2539710998535
p119,Set B,1,1,353.839,406.658,353.98,405.7,0.968320711334864,9.855,9.9,0.04499999999999993,3.51,2.75,0.7599999999999998,0.9986,716.1250114440918
p120,Set B,1,1,501.465,472.316,499.8,472.8,1.733920701762314,8.596,8.9,0.30400000000000027,-2.71,-2.75,0.040000000000000036,0.9979,633.4385871887207
p121,Set B,1,0,635.585,357.714,0.0,0.0,999.0,10.219,0.0,999.0,0.363,0.0,999.0,0.9935,703.9895057678223
p122,Set B,1,1,546.766,315.088,546.2,315.22,0.5811884375999815,11.85,11.9,0.05000000000000071,0.115,0.0,0.115,0.998,712.6328945159912
p123,Set B,1,1,616.137,529.758,617.08,530.3,1.0876640106209696,8.298,8.1,0.1980000000000004,1.404,2.25,0.8460000000000001,0.9978,650.0344276428223
p124,Set B,1,1,447.385,342.059,446.7,343.3,1.417499911816564,9.692,9.9,0.20800000000000018,-1.071,-2.25,1.179,0.9973,649.5797634124756
p125,Set B,1,1,410.279,452.81,409.7,451.7,1.2519349024610023,10.966,11.0,0.034000000000000696,0.221,0.25,0.028999999999999998,0.9979,633.521556854248
p126,Set B,1,0,303.507,690.146,0.0,0.0,999.0,9.671,0.0,999.0,2.601,0.0,999.0,0.9957,648.8809585571289
p127,Set B,1,1,361.278,370.275,519.2,420.8,165.8075200616667,11.621,9.1,2.521000000000001,-3.445,2.25,5.695,0.9989,717.5941467285156
p128,Set B,1,1,498.805,621.823,497.94,632.94,11.150601508438982,10.5,10.9,0.40000000000000036,-4.094,-2.75,1.3440000000000003,0.9982,633.3184242248535
p129,Set B,1,1,504.447,557.503,504.8,558.15,0.7370332421267859,10.595,10.9,0.3049999999999997,2.493,2.75,0.2570000000000001,0.9987,683.4344863891602
p130,Set B,1,1,417.086,562.458,417.12,562.8,0.34368590311502284,10.429,10.9,0.4710000000000001,-4.761,-4.75,0.01100000000000012,0.9983,633.4044933319092
p131,Set B,1,1,392.427,738.348,386.2,737.45,6.291417407866072,11.772,11.9,0.1280000000000001,-4.399,-4.75,0.351,0.9984,600.1970767974854
p132,Set B,1,1,250.492,314.797,650.8,320.8,400.35300782309605,9.564,10.0,0.43599999999999994,-1.91,2.25,4.16,0.9984,717.1721458435059
p133,Set B,1,0,708.806,510.544,0.0,0.0,999.0,9.326,0.0,999.0,-2.344,0.0,999.0,0.9865,699.3062496185303
p134,Set B,1,1,468.001,330.313,466.87,328.7,1.9700076141984668,8.061,8.1,0.0389999999999997,1.004,0.25,0.754,0.9986,716.6633605957031
p135,Set B,1,1,613.98,393.844,462.7,759.94,396.1210921119955,11.868,10.1,1.7680000000000007,-1.675,-0.25,1.425,0.9981,683.3028793334961
p136,Set B,1,1,415.048,574.31,414.7,575.3,1.0493826756717624,9.027,9.0,0.026999999999999247,3.602,2.75,0.8519999999999999,0.9974,732.2173118591309
p137,Set B,1,1,256.492,254.187,256.05,253.7,0.6576724108551529,8.088,8.1,0.012000000000000455,-1.941,-2.25,0.30899999999999994,0.9977,701.1253833770752
p138,Set B,1,1,533.37,509.591,532.2,510.54,1.5064863092640197,10.66,10.9,0.2400000000000002,2.973,2.75,0.22299999999999986,0.9977,716.6252136230469
p139,Set B,1,1,424.359,332.525,424.78,332.33,0.4639676712875487,10.368,10.9,0.532,2.169,2.25,0.08099999999999996,0.9978,666.7859554290771
p140,Set B,1,1,409.994,614.484,409.2,613.48,1.2800203123388711,9.952,10.0,0.04800000000000004,-0.866,-0.25,0.616,0.9985,700.3440856933594
p141,Set C,0,1,0.0,0.0,860.8,565.2,999.0,0.0,11.1,999.0,0.0,0.25,999.0,0.9973,632.7776908874512
p142,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,721.1997509002686
p143,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002,612.2055053710938
p144,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2902,616.7080402374268
p145,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,600.0895500183105
p146,Set C,0,1,0.0,0.0,830.2,514.45,999.0,0.0,9.1,999.0,0.0,-5.0,999.0,0.9965,716.3667678833008
p147,Set C,0,1,0.0,0.0,910.8,535.8,999.0,0.0,11.1,999.0,0.0,-4.75,999.0,0.9808,633.5902214050293
p148,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983,633.0370903015137
p149,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902,600.1691818237305
p150,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2765,633.3808898925781
p151,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918,616.6996955871582
p152,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684,583.0826759338379
p153,Set C,0,1,0.0,0.0,191.8,693.8,999.0,0.0,9.1,999.0,0.0,-2.75,999.0,0.9902,700.291633605957
p154,Set C,0,1,0.0,0.0,534.2,514.2,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.999,733.2735061645508
p155,Set C,0,1,0.0,0.0,675.48,150.58,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.9989,716.6752815246582
p156,Set C,0,1,0.0,0.0,785.8,294.2,999.0,0.0,10.0,999.0,0.0,-0.25,999.0,0.999,683.0794811248779
p157,Set C,0,1,0.0,0.0,667.2,413.2,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.999,667.3989295959473
p158,Set C,0,1,0.0,0.0,343.2,661.2,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.999,682.8782558441162
p159,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9351,700.0741958618164
p160,Set C,0,1,0.0,0.0,662.7,327.7,999.0,0.0,10.1,999.0,0.0,-0.25,999.0,0.9977,682.0068359375
p161,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887,666.7869091033936
p162,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939,668.3497428894043
p163,Set C,0,1,0.0,0.0,451.8,450.2,999.0,0.0,10.0,999.0,0.0,-0.25,999.0,0.999,649.345874786377
p164,Set C,0,1,0.0,0.0,463.2,464.79,999.0,0.0,10.0,999.0,0.0,0.25,999.0,0.999,633.4705352783203
p165,Set C,0,1,0.0,0.0,479.2,499.2,999.0,0.0,10.0,999.0,0.0,-0.25,999.0,0.999,616.4913177490234
p166,Set C,0,1,0.0,0.0,482.2,479.2,999.0,0.0,11.1,999.0,0.0,2.75,999.0,0.9979,616.6582107543945
p167,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4049,632.2453022003174
p168,Set C,0,1,0.0,0.0,519.2,469.2,999.0,0.0,10.0,999.0,0.0,-0.25,999.0,0.999,634.2604160308838
p169,Set C,0,1,0.0,0.0,180.8,179.2,999.0,0.0,10.0,999.0,0.0,2.25,999.0,0.9986,633.5256099700928
p170,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966,599.7381210327148
p171,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994,533.4875583648682
p172,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615,601.01318359375
p173,Set C,0,1,0.0,0.0,229.7,759.95,999.0,0.0,9.0,999.0,0.0,-0.25,999.0,0.6409,632.3792934417725
p174,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584,700.1752853393555
p175,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,616.9602870941162
p176,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939,583.1489562988281
p177,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433,600.1358032226562
p178,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945,650.1710414886475
