pair_id,rank_orig,x,y,scale,theta,ncc,siamese,fused_orig,b_score,a_score,s_score,comb_score,is_gt,dist_gt
pair_004,5,375.5,667.5,10.75,0.0,0.8969357013702393,0.7750436067581177,0.8359896540641785,0.9727626463656123,0.011715630679595048,0.9945045617849575,1.229612030288277,True,0.7071067811865476
pair_005,1,611.0,364.0,10.0,0.0,0.9529180228710175,0.9872303009033203,0.9700741618871689,0.9803921568627451,0.010663344796228139,1.001166219975805,1.3664410999028183,False,180.27756377319946
pair_005,2,611.0,364.0,10.0,-1.0,0.8279356956481934,0.9872303009033203,0.9075829982757568,0.9803921568627451,0.010663344796228139,1.001166219975805,1.3039499362914062,False,180.27756377319946
pair_005,3,611.0,364.0,10.0,1.0,0.8278430700302124,0.9872303009033203,0.9075366854667664,0.9803921568627451,0.010663344796228139,1.001166219975805,1.3039036234824157,False,180.27756377319946
pair_005,4,611.0,364.0,10.25,0.0,0.7941859364509583,0.9872303009033203,0.8907081186771393,0.9803921568627451,0.010663344796228139,1.001166219975805,1.2870750566927887,False,180.27756377319946
pair_005,5,611.0,364.0,10.25,-1.0,0.7691372632980347,0.9872303009033203,0.8781837821006775,0.9803921568627451,0.010663344796228139,1.001166219975805,1.2745507201163269,False,180.27756377319946
pair_006,1,128.0,110.0,10.0,0.0,0.9561709463596344,0.9903029203414917,0.973236933350563,1.0,0.012124549650846177,0.9957839032418446,1.3752402336049168,False,632.4555320336759
pair_006,2,78.0,110.0,10.0,1.0,0.832470029592514,0.9903029203414917,0.9113864749670029,1.0,0.026191094761427128,0.9784718896985859,1.314471882889147,False,650.0
pair_006,3,78.0,60.0,10.0,-1.0,0.8328495025634766,0.9903029203414917,0.9115762114524841,1.0,0.038422449175764505,0.8373398103154494,1.302994682319182,False,696.419413859206
pair_006,4,78.0,60.0,10.25,0.0,0.7955194711685181,0.9903029203414917,0.8929111957550049,1.0,0.038422449175764505,0.8373398103154494,1.2843296666217028,False,696.419413859206
pair_006,5,428.0,660.0,10.25,-1.5,0.7312043905258179,0.9779903888702393,0.8545973896980286,0.9615384615384615,0.05579970135238906,1.0490157218310625,1.259120440613151,False,111.80339887498948
pair_007,1,501.5,457.5,11.75,-1.0,0.926118016242981,0.5352412462234497,0.7306796312332153,0.9803921568627451,0.013630344782788338,1.0074564380826894,1.1282689910568653,True,0.7071067811865476
pair_007,2,501.5,457.5,11.75,-1.5,0.9169436395168304,0.5352412462234497,0.7260924428701401,0.9803921568627451,0.013630344782788338,1.0074564380826894,1.12368180269379,True,0.7071067811865476
pair_007,3,501.5,458.5,12.0,-1.0,0.8999939560890198,0.5352412462234497,0.7176176011562347,0.9803921568627451,0.013630344782788338,1.0074564380826894,1.1152069609798847,True,0.7071067811865476
pair_007,4,501.5,457.5,12.0,-1.5,0.8898991048336029,0.5352412462234497,0.7125701755285263,0.9803921568627451,0.013630344782788338,1.0074564380826894,1.1101595353521763,True,0.7071067811865476
pair_007,5,501.5,457.5,11.75,1.0,0.8804172575473785,0.5352412462234497,0.7078292518854141,0.9803921568627451,0.013630344782788338,1.0074564380826894,1.105418611709064,True,0.7071067811865476
pair_008,1,374.0,620.0,10.25,-3.5,0.9023739695549011,0.8758713006973267,0.8891226351261139,0.9727626463656123,0.008066611434929054,1.0527473894400334,1.287839490266787,True,1.4142135623730951
pair_008,2,374.0,619.0,10.0,-4.0,0.8904671967029572,0.8841682076454163,0.8873177021741867,0.9727626463656123,0.007343875611500396,1.0490598557694837,1.285521256783119,True,1.0
pair_008,3,374.0,619.0,10.0,-3.5,0.8729380667209625,0.8841682076454163,0.8785531371831894,0.9727626463656123,0.007343875611500396,1.0490598557694837,1.2767566917921216,True,1.0
pair_008,4,374.0,619.0,10.25,-2.5,0.8643469214439392,0.8841682076454163,0.8742575645446777,0.9727626463656123,0.007343875611500396,1.0490598557694837,1.27246111915361,True,1.0
pair_008,5,373.5,620.5,9.75,-4.0,0.837827742099762,0.8758713006973267,0.8568495213985443,0.9727626463656123,0.008066611434929054,1.0527473894400334,1.2555663765392173,True,1.5811388300841898
pair_009,1,483.0,167.0,10.0,0.0,1.0,1.0,1.0,0.8362938195371575,0.016774722320571978,0.9878693822806163,1.3530300285533234,False,322.49030993194197
pair_009,2,483.0,167.0,10.25,0.0,0.9558387100696564,1.0,0.9779193550348282,0.8362938195371575,0.016774722320571978,0.9878693822806163,1.3309493835881516,False,322.49030993194197
pair_009,3,483.0,167.0,10.0,1.0,0.9545713663101196,1.0,0.9772856831550598,0.8362938195371575,0.016774722320571978,0.9878693822806163,1.3303157117083833,False,322.49030993194197
pair_009,4,483.0,167.0,10.0,-1.0,0.9544285833835602,1.0,0.9772142916917801,0.8362938195371575,0.016774722320571978,0.9878693822806163,1.3302443202451035,False,322.49030993194197
pair_009,5,523.0,567.0,10.0,1.5,0.9118994772434235,1.0,0.9559497386217117,0.8362938195371575,0.03934133099752411,0.9906901936737157,1.3137751700497355,False,113.13708498984761
pair_010,1,454.0,550.0,10.25,1.5,0.9960985481739044,0.8451460599899292,0.9206223040819168,0.946969697824906,0.040594042650901656,1.3572372225767946,1.3485557442172484,True,0.0
pair_010,2,454.0,550.0,10.25,1.0,0.9892792701721191,0.8451460599899292,0.9172126650810242,0.946969697824906,0.040594042650901656,1.3572372225767946,1.3451461052163558,True,0.0
pair_010,3,454.0,550.0,10.25,2.5,0.9781205654144287,0.8451460599899292,0.911633312702179,0.946969697824906,0.040594042650901656,1.3572372225767946,1.3395667528375106,True,0.0
pair_010,4,454.0,550.0,10.0,1.0,0.9572307467460632,0.8451460599899292,0.9011884033679962,0.946969697824906,0.040594042650901656,1.3572372225767946,1.3291218435033278,True,0.0
pair_010,5,454.0,550.0,10.0,1.5,0.9516919255256653,0.8451460599899292,0.8984189927577972,0.946969697824906,0.040594042650901656,1.3572372225767946,1.3263524328931289,True,0.0
pair_011,1,338.0,634.0,10.0,0.0,0.9999322295188904,0.999872624874115,0.9999024271965027,1.0,0.0455746619189142,1.1738840456042576,1.4264057641407115,False,233.3452377915607
pair_011,2,338.0,634.0,10.25,0.0,0.8973332643508911,0.999872624874115,0.948602944612503,1.0,0.0455746619189142,1.1738840456042576,1.3751062815567119,False,233.3452377915607
pair_011,3,337.0,634.0,10.0,1.0,0.884831428527832,0.9650872945785522,0.9249593615531921,1.0,0.045921025107501096,1.1686213721671217,1.3510057037914047,False,234.05341270744162
pair_011,4,339.0,634.0,10.0,-1.0,0.8867445290088654,0.9596532583236694,0.9231988936662674,1.0,0.0439534481086304,1.1791529222404211,1.3499048755120355,False,232.63920563825866
pair_011,5,338.0,634.0,10.25,-1.0,0.837998241186142,0.999872624874115,0.9189354330301285,1.0,0.0455746619189142,1.1738840456042576,1.3454387699743373,False,233.3452377915607
pair_012,1,828.0,640.0,10.0,0.0,0.9999675154685974,0.9999908208847046,0.999979168176651,1.0,0.3110987181248731,1.0792561217110506,1.4701245239727305,False,466.6904755831214
pair_012,2,498.0,310.0,10.0,-1.5,0.9947668015956879,0.9536260366439819,0.9741964191198349,1.0,0.015826700174296635,0.9873041048875628,1.3760921696434505,True,0.0
pair_012,3,498.0,310.0,10.25,-1.5,0.9063825905323029,0.9536260366439819,0.9300043135881424,1.0,0.015826700174296635,0.9873041048875628,1.331900064111758,True,0.0
pair_012,4,828.0,640.0,10.0,-1.0,0.8805996179580688,0.9999908208847046,0.9402952194213867,1.0,0.3110987181248731,1.0792561217110506,1.4104405752174662,False,466.6904755831214
pair_012,5,828.0,640.0,10.0,1.0,0.8801229894161224,0.9999908208847046,0.9400569051504135,1.0,0.3110987181248731,1.0792561217110506,1.410202260946493,False,466.6904755831214
pair_013,1,764.0,418.0,10.0,0.0,0.9999695122241974,0.9999042749404907,0.999936893582344,1.0,0.07197232535840634,0.9643613829862481,1.41076749695265,False,403.0508652763321
pair_013,2,764.0,418.0,10.0,1.0,0.8863962292671204,0.9999042749404907,0.9431502521038055,1.0,0.07197232535840634,0.9643613829862481,1.3539808554741115,False,403.0508652763321
pair_013,3,764.0,418.0,10.0,-1.0,0.8862324655056,0.9999042749404907,0.9430683702230453,1.0,0.07197232535840634,0.9643613829862481,1.3538989735933513,False,403.0508652763321
pair_013,4,764.0,418.0,10.25,1.0,0.8567979633808136,0.9999042749404907,0.9283511191606522,1.0,0.07197232535840634,0.9643613829862481,1.3391817225309581,False,403.0508652763321
pair_013,5,194.0,703.0,10.25,1.5,0.8471490740776062,0.989571213722229,0.9183601438999176,1.0,0.40555473551375565,0.9655802117220866,1.3960291121748774,False,285.0
pair_014,1,624.0,620.0,10.0,0.0,0.9999752044677734,0.9999788999557495,0.9999770522117615,0.9803921568627451,0.056896329402713025,0.8939954042626431,1.3948735055773918,False,300.416377715996
pair_014,2,624.0,620.0,10.0,-1.0,0.9206584692001343,0.9999788999557495,0.9603186845779419,0.9803921568627451,0.056896329402713025,0.8939954042626431,1.3552151379435722,False,300.416377715996
pair_014,3,624.0,620.0,10.0,1.0,0.920625239610672,0.9999788999557495,0.9603020697832108,0.9803921568627451,0.056896329402713025,0.8939954042626431,1.355198523148841,False,300.416377715996
pair_014,4,244.0,525.0,10.0,-1.5,0.8621651828289032,0.9891936779022217,0.9256794303655624,0.9803921568627451,0.1061317364899996,0.9274773905767076,1.3337711637800564,False,95.0
pair_014,5,624.0,621.0,10.25,-1.0,0.8405297994613647,0.947717010974884,0.8941234052181244,0.9803921568627451,0.05636528638385734,0.8940628381269636,1.2889203933664155,False,300.7341018241862
pair_015,1,501.0,660.0,10.0,0.0,0.9999915957450867,0.9999600052833557,0.9999758005142212,1.0,0.09363419739424281,1.2052324271300363,1.4392258827060733,False,285.0
pair_015,2,501.0,660.0,10.0,1.0,0.9586409032344818,0.9999600052833557,0.9793004542589188,1.0,0.09363419739424281,1.2052324271300363,1.418550536450771,False,285.0
pair_015,3,501.0,660.0,10.0,-1.0,0.9585760831832886,0.9999600052833557,0.9792680442333221,1.0,0.09363419739424281,1.2052324271300363,1.4185181264251743,False,285.0
pair_015,4,501.0,660.0,10.25,0.0,0.9415454268455505,0.9999600052833557,0.9707527160644531,1.0,0.09363419739424281,1.2052324271300363,1.4100027982563053,False,285.0
pair_015,5,500.0,660.0,10.25,-1.0,0.9396181702613831,0.9338187575340271,0.9367184638977051,1.0,0.08814471233917948,1.2247310066948651,1.3768205070350277,False,285.00175438056516
pair_016,1,884.0,496.0,10.0,0.0,1.0,0.9999999403953552,0.9999999701976776,0.9803921568627451,0.322470064391482,0.28888336634768924,1.3874999667695664,False,570.0
pair_016,2,884.0,496.0,10.0,-1.0,0.9510597884654999,0.9999999403953552,0.9755298644304276,0.9803921568627451,0.322470064391482,0.28888336634768924,1.3630298610023164,False,570.0
pair_016,3,884.0,496.0,10.0,1.0,0.9510369002819061,0.9999999403953552,0.9755184203386307,0.9803921568627451,0.322470064391482,0.28888336634768924,1.3630184169105195,False,570.0
pair_016,4,314.5,496.5,9.75,-4.0,0.9715555310249329,0.8938997983932495,0.9327276647090912,0.9727626463656123,0.06662358634415662,0.22196428003311397,1.2600776038909176,True,0.7071067811865476
pair_016,5,314.5,496.5,9.75,-5.0,0.9537143409252167,0.8938997983932495,0.9238070696592331,0.9727626463656123,0.06662358634415662,0.22196428003311397,1.2511570088410595,True,0.7071067811865476
pair_017,1,539.0,231.0,10.0,0.0,0.8389572501182556,0.9640148878097534,0.9014860689640045,1.0,0.04667532015722388,1.0173584581553021,1.3125569788109794,False,96.33275663033837
pair_017,2,539.0,231.0,10.0,1.0,0.7758642435073853,0.9640148878097534,0.8699395656585693,1.0,0.04667532015722388,1.0173584581553021,1.2810104755055443,False,96.33275663033837
pair_017,3,475.0,303.0,10.0,-3.5,0.88878333568573,0.41017597913742065,0.6494796574115753,0.9225092283386471,0.010750015292069943,1.413723565484471,1.0697547855200304,True,0.0
pair_017,4,475.0,303.0,10.0,-2.5,0.8629783987998962,0.41017597913742065,0.6365771889686584,0.9225092283386471,0.010750015292069943,1.413723565484471,1.0568523170771136,True,0.0
pair_017,5,475.5,303.5,9.75,-4.0,0.9862789213657379,0.276788592338562,0.63153375685215,0.9192224150652274,0.01365633278956663,1.4052809326602917,1.0505598411956607,True,0.7071067811865476
pair_018,1,841.0,157.0,10.0,0.0,0.9119155406951904,0.9968375563621521,0.9543765485286713,0.9803921568627451,0.0033224730560345475,1.0357151261186202,1.3527302028105634,False,503.491807281906
pair_018,2,841.0,157.0,10.0,-1.0,0.8324629962444305,0.9968375563621521,0.9146502763032913,0.9803921568627451,0.0033224730560345475,1.0357151261186202,1.3130039305851835,False,503.491807281906
pair_018,3,937.0,157.0,10.0,1.0,0.8324123024940491,0.9968375563621521,0.9146249294281006,1.0,0.041305345880999475,1.0443716286050768,1.3273231614648082,False,574.7208017811779
pair_018,4,873.0,157.0,10.25,0.0,0.8213675916194916,0.9968375563621521,0.9091025739908218,1.0,0.03008925357695679,1.0609836246026327,1.3212187871664764,False,526.3610927870714
pair_018,5,873.0,157.0,10.25,-1.0,0.791418582201004,0.9968375563621521,0.8941280692815781,1.0,0.03008925357695679,1.0609836246026327,1.3062442824572327,False,526.3610927870714
pair_019,1,453.0,515.0,10.25,1.0,0.8730652332305908,0.4035658538341522,0.6383155435323715,0.9328897755805148,0.015370061395455999,1.5767855392525527,1.0789350424108723,True,0.0
pair_019,2,453.0,515.0,10.25,-1.0,0.8665749728679657,0.4035658538341522,0.635070413351059,0.9328897755805148,0.015370061395455999,1.5767855392525527,1.0756899122295598,True,0.0
pair_019,3,453.0,515.0,10.25,1.5,0.8613069653511047,0.4035658538341522,0.6324364095926285,0.9328897755805148,0.015370061395455999,1.5767855392525527,1.0730559084711293,True,0.0
pair_019,4,453.0,515.0,10.25,0.0,0.8603585362434387,0.4035658538341522,0.6319621950387955,0.9328897755805148,0.015370061395455999,1.5767855392525527,1.0725816939172963,True,0.0
pair_019,5,453.0,515.0,10.25,-1.5,0.8518487811088562,0.4035658538341522,0.6277073174715042,0.9328897755805148,0.015370061395455999,1.5767855392525527,1.068326816350005,True,0.0
pair_020,1,95.0,331.0,10.0,0.0,0.8897623717784882,0.9934860467910767,0.9416242092847824,0.9803921568627451,0.030314483744658952,1.0026107735774792,1.3420658304502855,False,384.0
pair_020,2,95.0,331.0,10.0,1.0,0.799771249294281,0.9934860467910767,0.8966286480426788,0.9803921568627451,0.030314483744658952,1.0026107735774792,1.297070269208182,False,384.0
pair_020,3,95.0,331.0,10.0,-1.0,0.7972284257411957,0.9934860467910767,0.8953572362661362,0.9803921568627451,0.030314483744658952,1.0026107735774792,1.2957988574316393,False,384.0
pair_020,4,95.0,331.0,10.25,0.0,0.7755418121814728,0.9934860467910767,0.8845139294862747,0.9803921568627451,0.030314483744658952,1.0026107735774792,1.2849555506517778,False,384.0
pair_020,5,95.0,331.0,10.25,1.0,0.7536886632442474,0.9934860467910767,0.873587355017662,0.9803921568627451,0.030314483744658952,1.0026107735774792,1.2740289761831651,False,384.0
pair_021,1,335.0,242.0,10.0,0.0,0.9099684357643127,0.976951003074646,0.9434597194194794,0.9803921568627451,0.007159747603659892,1.001808724526144,1.339190188451649,False,279.8856909525744
pair_021,2,407.0,242.0,10.0,-1.0,0.8498812615871429,0.976951003074646,0.9134161323308945,0.9803921568627451,0.007159747603659892,1.001808724526144,1.3091466013630642,False,250.5673562138532
pair_021,3,407.0,242.0,10.0,1.0,0.8496217429637909,0.976951003074646,0.9132863730192184,0.9803921568627451,0.007159747603659892,1.001808724526144,1.3090168420513881,False,250.5673562138532
pair_021,4,479.0,362.0,10.0,1.5,0.8061481714248657,0.976951003074646,0.8915495872497559,0.9803921568627451,0.01245323525531419,1.0053709277662308,1.2886949741362652,False,120.0
pair_021,5,407.0,242.0,10.25,0.0,0.8247291445732117,0.976951003074646,0.9008400738239288,0.9803921568627451,0.007159747603659892,1.001808724526144,1.2965705428560985,False,250.5673562138532
pair_022,1,102.0,443.0,10.0,0.0,0.9013682007789612,0.9919726848602295,0.9466704428195953,0.9803921568627451,0.0021905329315871943,0.9484072616951317,1.3360669226342494,False,448.35700061446573
pair_022,2,174.0,443.0,10.0,-1.0,0.8400433659553528,0.9919726848602295,0.9160080254077911,0.9615384615384615,0.002040953169427006,1.0090402708587034,1.305781781589085,False,379.4733192202055
pair_022,3,102.0,443.0,10.0,1.0,0.8402247130870819,0.9919726848602295,0.9160986989736557,0.9803921568627451,0.0021905329315871943,0.9484072616951317,1.3054951787883098,False,448.35700061446573
pair_022,4,462.0,443.0,10.25,-1.5,0.7887299656867981,0.9919726848602295,0.8903513252735138,0.9615384615384615,0.01511006646206919,1.0090083461927741,1.2827357116467435,False,139.9428454762872
pair_022,5,102.0,443.0,10.25,0.0,0.8316447734832764,0.9919726848602295,0.9118087291717529,0.9803921568627451,0.0021905329315871943,0.9484072616951317,1.301205208986407,False,448.35700061446573
pair_023,1,641.0,482.0,10.0,0.0,0.9050785005092621,0.9768000841140747,0.9409392923116684,1.0,0.033333907576994,1.0151890054525499,1.3491249743723224,False,128.0
pair_023,2,641.0,482.0,10.0,1.0,0.7352716624736786,0.9768000841140747,0.8560358732938766,1.0,0.033333907576994,1.0151890054525499,1.2642215553545306,False,128.0
pair_023,3,641.0,482.0,10.0,-1.0,0.7321348041296005,0.9768000841140747,0.8544674441218376,1.0,0.033333907576994,1.0151890054525499,1.2626531261824916,False,128.0
pair_023,4,641.0,482.0,10.25,0.0,0.6969285607337952,0.9768000841140747,0.8368643224239349,1.0,0.033333907576994,1.0151890054525499,1.245050004484589,False,128.0
pair_023,5,641.0,482.0,10.25,1.0,0.6644082963466644,0.9768000841140747,0.8206041902303696,1.0,0.033333907576994,1.0151890054525499,1.2287898722910235,False,128.0
pair_024,1,473.5,323.5,12.0,1.0,0.9863173961639404,0.641934335231781,0.8141258656978607,1.0,0.005123370771046335,1.2168385166160511,1.2368343915136752,True,0.7071067811865476
pair_024,2,473.5,323.5,12.0,1.5,0.9693697094917297,0.641934335231781,0.8056520223617554,1.0,0.005123370771046335,1.2168385166160511,1.22836054817757,True,0.7071067811865476
pair_024,3,473.5,323.5,12.0,0.0,0.9269593954086304,0.641934335231781,0.7844468653202057,1.0,0.005123370771046335,1.2168385166160511,1.2071553911360202,True,0.7071067811865476
pair_024,4,473.5,323.5,12.0,-1.0,0.9121201932430267,0.641934335231781,0.7770272642374039,1.0,0.005123370771046335,1.2168385166160511,1.1997357900532184,True,0.7071067811865476
pair_024,5,473.5,323.5,12.0,2.5,0.9082874655723572,0.641934335231781,0.7751109004020691,1.0,0.005123370771046335,1.2168385166160511,1.1978194262178836,True,0.7071067811865476
pair_025,1,483.0,537.0,10.0,-4.0,0.9512422382831573,0.8181390762329102,0.8846906572580338,0.9615384615384615,0.01673127705527579,1.0610802297096265,1.28260647410159,True,1.0
pair_025,2,483.0,537.0,10.0,-5.0,0.9425531923770905,0.8181390762329102,0.8803461343050003,0.9615384615384615,0.01673127705527579,1.0610802297096265,1.2782619511485565,True,1.0
pair_025,3,483.0,537.0,10.25,-4.0,0.9293011724948883,0.8181390762329102,0.8737201243638992,0.9615384615384615,0.01673127705527579,1.0610802297096265,1.2716359412074554,True,1.0
pair_025,4,483.0,537.0,10.25,-5.0,0.9226312637329102,0.8181390762329102,0.8703851699829102,0.9615384615384615,0.01673127705527579,1.0610802297096265,1.2683009868264663,True,1.0
pair_025,5,483.5,537.5,9.75,-4.0,0.995514839887619,0.7074978947639465,0.8515063673257828,0.9399043948527807,0.017809283864190267,1.0743321161145458,1.2444727541659097,True,0.7071067811865476
pair_026,1,524.5,287.5,11.0,-5.0,0.8141836822032928,0.8350647687911987,0.8246242254972458,0.9399043948527807,0.014548187447305573,1.109422240082533,1.2204474054507943,True,5.70087712549569
pair_026,2,524.5,287.5,11.0,-4.0,0.8106500804424286,0.8350647687911987,0.8228574246168137,0.9399043948527807,0.014548187447305573,1.109422240082533,1.2186806045703622,True,5.70087712549569
pair_026,3,523.5,288.5,11.25,-5.0,0.8064004778862,0.8350647687911987,0.8207326233386993,0.9399043948527807,0.014548187447305573,1.109422240082533,1.2165558032922479,True,5.1478150704935
pair_026,4,523.5,288.5,11.25,-4.0,0.8033095598220825,0.8350647687911987,0.8191871643066406,0.9399043948527807,0.014548187447305573,1.109422240082533,1.2150103442601892,True,5.1478150704935
pair_026,5,524.0,290.0,10.25,-5.0,0.8288852870464325,0.7945766448974609,0.8117309659719467,0.9579112955847655,0.014107245179179289,1.129415831381271,1.2148673868213393,True,3.605551275463989
pair_027,1,927.0,170.0,10.0,0.0,0.9699640572071075,0.9948109984397888,0.9823875278234482,1.0,0.028137976015025788,0.9592300844731863,1.383938131473772,False,544.0588203494177
pair_027,2,927.0,170.0,10.0,-1.0,0.892732560634613,0.9948109984397888,0.9437717795372009,1.0,0.028137976015025788,0.9592300844731863,1.3453223831875247,False,544.0588203494177
pair_027,3,927.0,170.0,10.0,1.0,0.8910691738128662,0.9948109984397888,0.9429400861263275,1.0,0.028137976015025788,0.9592300844731863,1.3444906897766513,False,544.0588203494177
pair_027,4,927.0,170.0,10.25,0.0,0.8747188448905945,0.9948109984397888,0.9347649216651917,1.0,0.028137976015025788,0.9592300844731863,1.3363155253155155,False,544.0588203494177
pair_027,5,927.0,170.0,10.25,1.0,0.8418945670127869,0.9948109984397888,0.9183527827262878,1.0,0.028137976015025788,0.9592300844731863,1.3199033863766116,False,544.0588203494177
pair_028,1,75.0,228.0,10.0,0.0,0.959743320941925,0.988764226436615,0.97425377368927,1.0,0.002995865850558906,1.0463726022623188,1.3794902070856137,False,444.6301834108881
pair_028,2,75.0,228.0,10.0,1.0,0.8761237263679504,0.988764226436615,0.9324439764022827,1.0,0.002995865850558906,1.0463726022623188,1.3376804097986263,False,444.6301834108881
pair_028,3,75.0,228.0,10.0,-1.0,0.874887079000473,0.988764226436615,0.931825652718544,1.0,0.002995865850558906,1.0463726022623188,1.3370620861148876,False,444.6301834108881
pair_028,4,75.0,228.0,10.25,0.0,0.8587780296802521,0.988764226436615,0.9237711280584335,1.0,0.002995865850558906,1.0463726022623188,1.3290075614547772,False,444.6301834108881
pair_028,5,75.0,228.0,10.25,1.0,0.8281380832195282,0.988764226436615,0.9084511548280716,1.0,0.002995865850558906,1.0463726022623188,1.3136875882244152,False,444.6301834108881
pair_029,1,482.0,679.0,10.0,0.0,0.9763512313365936,0.9833325147628784,0.979841873049736,0.9803921568627451,0.03435732906172846,1.0373445603406102,1.384565441954966,False,146.696966567138
pair_029,2,510.0,679.0,10.0,1.0,0.9338776171207428,0.9833325147628784,0.9586050659418106,0.9803921568627451,0.04256251011694484,1.0265763711124627,1.3638928521352691,False,144.0
pair_029,3,482.0,679.0,10.0,-1.0,0.9338520467281342,0.9833325147628784,0.9585922807455063,0.9803921568627451,0.03435732906172846,1.0373445603406102,1.3633158496507363,False,146.696966567138
pair_029,4,510.0,679.0,10.25,0.0,0.9139257967472076,0.9833325147628784,0.948629155755043,0.9803921568627451,0.04256251011694484,1.0265763711124627,1.3539169419485015,False,144.0
pair_029,5,510.0,679.0,10.25,1.0,0.9065129458904266,0.9833325147628784,0.9449227303266525,0.9803921568627451,0.04256251011694484,1.0265763711124627,1.350210516520111,False,144.0
pair_030,1,380.0,205.0,10.0,0.0,0.9800971448421478,0.994982123374939,0.9875396341085434,1.0,0.012222557909643684,0.989716807879953,1.3889558264784674,False,182.42806801586207
pair_030,2,352.0,229.0,10.0,1.0,0.943372905254364,0.994982123374939,0.9691775143146515,1.0,0.009642614639132272,0.9905422142751573,1.3701602586699937,False,184.39088914585776
pair_030,3,296.0,205.0,10.0,-1.0,0.9433102309703827,0.994982123374939,0.9691461771726608,1.0,0.00307079847416627,0.989716807879953,1.3687320176554894,False,243.21184181696418
pair_030,4,268.0,205.0,10.25,0.0,0.9370917081832886,0.994982123374939,0.9660369157791138,1.0,0.003335497811177596,0.989716807879953,1.3656756961293446,False,266.2930716334918
pair_030,5,352.0,349.0,10.0,1.5,0.910311758518219,0.994982123374939,0.952646940946579,1.0,0.008805669689582544,0.989716807879953,1.3533797556724907,False,140.0
