pair_id,set,gen_id,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,pred_score,runtime_ms
pair_029,Set A,gen_029,1,1,510.0,535.0,482.0,679.0,146.7,10.895,10.0,0.89,4.519,0.0,4.52,0.9988,483.39
pair_030,Set A,gen_030,1,1,492.0,349.0,380.0,205.0,182.43,10.402,10.0,0.4,-4.182,0.0,4.18,0.9989,516.55
pair_031,Set A,gen_031,1,1,521.0,537.0,521.0,537.0,0.0,9.782,10.0,0.22,0.506,1.0,0.49,0.9954,567.0
pair_032,Set A,gen_032,1,0,471.0,318.0,0.0,0.0,999.0,8.236,0.0,999.0,3.636,0.0,999.0,0.4854,550.97
pair_033,Set A,gen_033,1,1,467.0,481.0,466.5,481.5,0.71,8.364,8.25,0.11,-1.137,-1.5,0.36,0.8274,516.85
pair_034,Set A,gen_034,1,1,473.0,335.0,473.5,334.5,0.71,11.1,11.25,0.15,-3.576,-3.5,0.08,0.852,466.82
pair_035,Set A,gen_035,1,1,532.0,509.0,298.0,301.0,313.08,9.174,10.0,0.83,-1.932,0.0,1.93,0.999,566.51
pair_036,Set A,gen_036,1,1,495.0,303.0,495.0,303.0,0.0,10.213,10.25,0.04,3.337,3.5,0.16,0.9988,533.0
pair_037,Set A,gen_037,1,1,507.0,471.0,507.5,471.5,0.71,11.979,12.0,0.02,4.163,4.0,0.16,0.9941,449.95
pair_038,Set A,gen_038,1,1,462.0,330.0,461.5,330.5,0.71,11.59,11.75,0.16,4.42,4.0,0.42,0.9962,500.02
pair_039,Set A,gen_039,1,1,482.0,475.0,482.5,474.5,0.71,11.908,12.0,0.09,1.761,1.5,0.26,0.9294,499.66
pair_040,Set A,gen_040,1,1,535.0,311.0,535.0,310.0,1.0,9.156,9.25,0.09,2.194,2.5,0.31,0.811,567.8
pair_041,Set A,gen_041,1,1,462.0,496.0,246.0,208.0,360.0,10.629,10.0,0.63,3.476,0.0,3.48,0.9988,516.94
pair_042,Set A,gen_042,1,1,486.0,305.0,486.0,161.0,144.0,10.398,10.0,0.4,3.742,0.0,3.74,0.9985,516.39
pair_043,Set A,gen_043,1,1,537.0,494.0,465.0,638.0,161.0,11.632,10.0,1.63,-3.66,0.0,3.66,0.9988,431.5
pair_044,Set A,gen_044,1,1,464.0,307.0,463.5,307.5,0.71,9.008,9.0,0.01,-1.395,-1.5,0.1,0.7489,550.06
pair_045,Set A,gen_045,1,1,517.0,524.0,517.0,524.0,0.0,9.838,10.0,0.16,2.503,2.5,0.0,0.9984,566.79
pair_046,Set A,gen_046,1,1,517.0,325.0,517.5,325.5,0.71,11.038,11.0,0.04,-0.877,-1.0,0.12,0.9306,516.73
pair_047,Set A,gen_047,1,1,529.0,529.0,97.0,145.0,578.0,11.06,10.0,1.06,3.489,0.0,3.49,0.9989,516.52
pair_048,Set A,gen_048,1,1,494.0,287.0,494.0,287.0,0.0,10.243,10.25,0.01,4.507,4.0,0.51,0.9983,566.63
pair_049,Set A,gen_049,1,1,476.0,478.0,590.0,306.0,206.35,10.475,10.0,0.47,-4.142,0.0,4.14,0.9989,549.55
pair_050,Set A,gen_050,1,1,476.0,298.0,544.0,872.0,578.01,8.638,10.0,1.36,2.295,0.0,2.29,0.9989,583.05
pair_051,Set A,gen_051,1,1,475.0,479.0,619.0,71.0,432.67,10.459,10.0,0.46,1.336,0.0,1.34,0.9987,516.74
pair_052,Set A,gen_052,1,0,525.0,336.0,0.0,0.0,999.0,8.102,0.0,999.0,4.174,0.0,999.0,0.4952,533.6
pair_053,Set A,gen_053,1,1,538.0,461.0,490.0,845.0,386.99,8.601,10.0,1.4,-2.792,0.0,2.79,0.9989,549.6
pair_054,Set A,gen_054,1,1,466.0,336.0,82.0,144.0,429.33,8.214,10.0,1.79,-4.393,0.0,4.39,0.9989,516.64
pair_055,Set A,gen_055,1,1,526.0,479.0,64.0,115.0,588.17,9.311,10.0,0.69,1.258,0.0,1.26,0.9988,617.55
pair_056,Set A,gen_056,1,1,504.0,293.0,768.0,69.0,346.23,9.544,10.0,0.46,2.048,0.0,2.05,0.9987,567.0
pair_057,Set A,gen_057,1,1,481.0,468.0,481.0,84.0,384.0,10.072,10.0,0.07,-3.276,0.0,3.28,0.9989,532.59
pair_058,Set A,gen_058,1,1,536.0,345.0,536.0,153.0,192.0,11.497,10.0,1.5,0.789,0.0,0.79,0.9987,484.91
pair_059,Set A,gen_059,1,1,477.0,485.0,476.5,484.5,0.71,10.716,10.75,0.03,-4.157,-4.0,0.16,0.9956,549.73
pair_060,Set A,gen_060,1,1,512.0,327.0,512.0,327.0,0.0,9.265,9.25,0.02,4.843,5.0,0.16,0.983,583.41
pair_061,Set A,gen_001,1,1,676.0,317.0,676.5,317.5,0.71,10.852,11.0,0.15,2.393,2.5,0.11,0.9956,516.96
pair_062,Set A,gen_002,1,1,687.0,369.0,687.5,368.5,0.71,11.051,11.25,0.2,3.903,4.0,0.1,0.9963,466.54
pair_063,Set A,gen_003,1,1,468.0,529.0,468.0,529.0,0.0,10.077,10.25,0.17,0.886,1.0,0.11,0.9982,549.92
pair_064,Set A,gen_004,1,1,357.0,654.0,357.0,304.0,350.0,11.313,10.0,1.31,-3.082,0.0,3.08,0.998,450.05
pair_065,Set A,gen_005,1,1,501.0,460.0,551.0,110.0,353.55,9.332,10.0,0.67,-4.654,0.0,4.65,0.9987,566.5
pair_066,Set A,gen_006,1,1,320.0,702.0,670.0,52.0,738.24,8.693,10.0,1.31,-3.058,0.0,3.06,0.9987,565.55
pair_067,Set A,gen_007,1,1,520.0,469.0,520.0,469.0,0.0,9.769,10.0,0.23,4.247,4.0,0.25,0.9959,555.43
pair_068,Set A,gen_008,1,1,322.0,652.0,321.5,652.5,0.71,8.172,8.25,0.08,3.852,4.0,0.15,0.8923,549.74
pair_069,Set A,gen_009,1,1,438.0,464.0,118.0,64.0,512.25,10.308,10.0,0.31,-1.448,0.0,1.45,0.9991,533.38
pair_070,Set A,gen_010,1,1,387.0,569.0,386.5,569.5,0.71,8.195,8.25,0.05,4.584,5.0,0.42,0.9712,516.1
pair_071,Set B,gen_011,1,1,493.0,510.0,493.5,507.5,2.55,9.11,10.75,1.64,-4.039,-3.5,0.54,0.9859,433.78
pair_072,Set B,gen_012,1,1,531.0,327.0,533.0,846.0,519.0,11.95,9.25,2.7,-3.171,-1.5,1.67,0.6699,533.52
pair_073,Set B,gen_013,1,1,497.0,709.0,185.5,521.5,363.58,10.311,9.0,1.31,-3.481,1.0,4.48,0.9839,573.14
pair_074,Set B,gen_014,1,1,322.0,462.0,410.5,139.5,334.42,11.56,9.0,2.56,3.369,-1.5,4.87,0.9513,549.31
pair_075,Set B,gen_015,1,0,474.0,389.0,0.0,0.0,999.0,8.026,0.0,999.0,-2.255,0.0,999.0,0.499,433.23
pair_076,Set B,gen_016,1,1,327.0,498.0,252.5,762.5,274.79,8.943,10.75,1.81,4.124,1.0,3.12,0.9409,466.63
pair_077,Set B,gen_017,1,1,460.0,288.0,457.0,288.0,3.0,9.167,9.25,0.08,0.439,1.0,0.56,0.957,612.34
pair_078,Set B,gen_018,1,1,487.0,533.0,485.5,536.5,3.81,9.264,8.25,1.01,-4.91,-5.0,0.09,0.8521,532.68
pair_079,Set B,gen_019,1,1,503.0,522.0,504.5,523.5,2.12,9.34,8.25,1.09,-4.19,-5.0,0.81,0.8714,548.33
pair_080,Set B,gen_020,1,1,489.0,285.0,490.5,317.5,32.53,11.535,12.0,0.46,-3.206,-1.0,2.21,0.9533,399.83
pair_081,Set B,gen_021,1,0,494.0,525.0,0.0,0.0,999.0,9.155,0.0,999.0,-3.086,0.0,999.0,0.0771,566.49
pair_082,Set B,gen_022,1,1,495.0,309.0,495.5,331.5,22.51,9.462,10.75,1.29,0.432,1.0,0.57,0.5451,516.81
pair_083,Set B,gen_023,1,1,526.0,503.0,521.5,502.5,4.53,11.99,12.0,0.01,-3.508,1.0,4.51,0.9426,449.89
pair_084,Set B,gen_024,1,1,487.0,295.0,486.5,282.5,12.51,10.161,9.75,0.41,-2.622,-5.0,2.38,0.895,516.97
pair_085,Set B,gen_025,1,0,474.0,537.0,0.0,0.0,999.0,9.19,0.0,999.0,3.517,0.0,999.0,0.2387,516.7
pair_086,Set B,gen_026,1,1,461.0,305.0,460.5,304.5,0.71,10.877,11.0,0.12,2.867,2.5,0.37,0.9493,533.18
pair_087,Set B,gen_027,1,1,467.0,514.0,466.5,514.5,0.71,11.723,11.75,0.03,2.22,2.5,0.28,0.7649,500.49
pair_088,Set B,gen_028,1,1,530.0,338.0,536.0,315.0,23.77,10.697,9.25,1.45,-0.649,-1.0,0.35,0.8594,582.62
pair_089,Set B,gen_029,1,1,478.0,474.0,479.5,475.5,2.12,10.454,11.25,0.8,-4.55,-4.0,0.55,0.8005,466.72
pair_090,Set B,gen_030,1,1,471.0,314.0,153.5,452.5,346.39,8.4,9.0,0.6,4.778,1.0,3.78,0.9706,517.01
pair_091,Set B,gen_031,1,0,509.0,464.0,0.0,0.0,999.0,9.032,0.0,999.0,3.603,0.0,999.0,0.418,550.03
pair_092,Set B,gen_032,1,1,509.0,299.0,508.5,298.5,0.71,11.245,11.25,0.01,2.428,2.5,0.07,0.9614,499.93
pair_093,Set B,gen_033,1,1,497.0,468.0,495.5,461.5,6.67,9.062,8.0,1.06,3.084,3.5,0.42,0.7113,516.31
pair_094,Set B,gen_034,1,1,516.0,338.0,512.5,368.5,30.7,8.487,10.75,2.26,-0.376,-1.0,0.62,0.6532,482.81
pair_095,Set B,gen_035,1,1,467.0,475.0,108.5,546.5,365.56,11.897,11.25,0.65,4.302,-1.0,5.3,0.791,449.79
pair_096,Set B,gen_036,1,1,524.0,285.0,252.5,358.5,281.27,9.228,11.25,2.02,-3.802,1.0,4.8,0.8687,463.12
pair_097,Set B,gen_037,1,1,510.0,471.0,508.5,473.5,2.92,9.326,10.75,1.42,0.69,1.5,0.81,0.9839,533.12
pair_098,Set B,gen_038,1,1,473.0,339.0,469.0,316.0,23.35,10.62,9.25,1.37,-4.413,-3.5,0.91,0.9882,601.31
pair_099,Set B,gen_039,1,1,468.0,505.0,471.5,504.5,3.54,8.747,9.75,1.0,0.221,-2.5,2.72,0.8287,581.52
pair_100,Set B,gen_040,1,1,505.0,345.0,507.0,335.0,10.2,11.178,10.25,0.93,-2.425,-1.5,0.92,0.7949,549.98
pair_101,Set B,gen_041,1,0,507.0,502.0,0.0,0.0,999.0,8.993,0.0,999.0,1.639,0.0,999.0,0.0353,499.93
pair_102,Set B,gen_042,1,1,535.0,294.0,529.5,325.5,31.98,9.614,11.25,1.64,-0.804,-1.0,0.2,0.5114,399.95
pair_103,Set B,gen_043,1,1,496.0,534.0,496.5,528.5,5.52,10.554,12.0,1.45,-1.19,-1.0,0.19,0.6399,422.95
pair_104,Set B,gen_044,1,0,523.0,275.0,0.0,0.0,999.0,9.993,0.0,999.0,0.773,0.0,999.0,0.3745,506.67
pair_105,Set B,gen_045,1,0,495.0,477.0,0.0,0.0,999.0,9.053,0.0,999.0,3.546,0.0,999.0,0.1488,549.56
pair_106,Set B,gen_046,1,0,508.0,299.0,0.0,0.0,999.0,11.458,0.0,999.0,4.157,0.0,999.0,0.3809,435.84
pair_107,Set B,gen_047,1,1,513.0,519.0,591.0,291.0,240.97,11.514,9.25,2.26,-3.513,1.0,4.51,0.994,566.57
pair_108,Set B,gen_048,1,0,511.0,275.0,0.0,0.0,999.0,8.942,0.0,999.0,1.32,0.0,999.0,0.1545,533.33
pair_109,Set B,gen_049,1,1,537.0,534.0,346.5,187.5,395.41,9.096,11.0,1.9,-1.936,0.0,1.94,0.7482,516.93
pair_110,Set B,gen_050,1,1,522.0,285.0,523.0,284.0,1.41,9.173,9.25,0.08,4.503,4.0,0.5,0.9916,583.4
pair_111,Set B,gen_051,1,1,473.0,489.0,474.5,489.5,1.58,8.963,9.75,0.79,3.342,3.5,0.16,0.9964,596.55
pair_112,Set B,gen_052,1,1,519.0,293.0,913.5,727.5,586.87,10.765,11.0,0.23,1.163,1.5,0.34,0.9726,456.54
pair_113,Set B,gen_053,1,1,523.0,522.0,524.0,524.0,2.24,10.813,10.25,0.56,3.244,3.5,0.26,0.9953,600.01
pair_114,Set B,gen_054,1,1,532.0,324.0,534.0,309.0,15.13,11.037,10.25,0.79,-0.964,-1.0,0.04,0.9985,565.65
pair_115,Set B,gen_055,1,1,537.0,465.0,317.0,885.0,474.13,10.295,10.0,0.29,-1.886,-1.0,0.89,0.996,566.0
pair_116,Set B,gen_056,1,0,508.0,326.0,0.0,0.0,999.0,9.196,0.0,999.0,-2.405,0.0,999.0,0.1743,507.39
pair_117,Set B,gen_057,1,1,537.0,462.0,539.5,459.5,3.54,9.646,9.0,0.65,0.505,1.0,0.49,0.9506,533.29
pair_118,Set B,gen_058,1,1,522.0,324.0,524.5,307.5,16.69,8.563,8.0,0.56,0.062,1.0,0.94,0.8568,516.3
pair_119,Set B,gen_059,1,1,525.0,502.0,524.5,501.5,0.71,8.912,9.0,0.09,-2.052,-1.5,0.55,0.6525,566.33
pair_120,Set B,gen_060,1,1,482.0,335.0,484.5,360.5,25.62,10.218,12.0,1.78,1.237,1.0,0.24,0.8651,433.42
pair_121,Set B,gen_001,1,1,632.0,353.0,642.5,340.5,16.32,10.892,9.75,1.14,4.818,3.5,1.32,0.9928,550.12
pair_122,Set B,gen_002,1,1,630.0,374.0,611.0,393.0,26.87,8.879,10.25,1.37,-4.12,-4.0,0.12,0.9932,483.22
pair_123,Set B,gen_003,1,1,515.0,486.0,515.5,485.5,0.71,11.459,11.75,0.29,4.612,5.0,0.39,0.9838,499.64
pair_124,Set B,gen_004,1,1,319.0,619.0,309.5,626.5,12.1,10.593,9.75,0.84,-2.102,-1.5,0.6,0.9216,583.46
pair_125,Set B,gen_005,1,1,506.0,527.0,56.0,227.0,540.83,8.485,10.0,1.52,1.108,0.0,1.11,0.9975,549.68
pair_126,Set B,gen_006,1,1,320.0,694.0,295.0,721.0,36.8,9.76,8.75,1.01,-3.066,-2.5,0.57,0.55,545.22
pair_127,Set B,gen_007,1,1,529.0,516.0,532.0,518.0,3.61,9.258,8.75,0.51,-1.802,-1.5,0.3,0.8466,548.91
pair_128,Set B,gen_008,1,1,322.0,664.0,309.5,675.5,16.99,11.313,10.75,0.56,1.795,1.0,0.79,0.9918,516.5
pair_129,Set B,gen_009,1,1,424.0,496.0,539.5,748.5,277.66,9.781,11.0,1.22,-2.9,1.0,3.9,0.8495,466.52
pair_130,Set B,gen_010,1,0,422.0,556.0,0.0,0.0,999.0,8.653,0.0,999.0,-3.047,0.0,999.0,0.1397,551.11
pair_131,Set B,gen_011,1,1,518.0,494.0,518.0,824.0,330.0,11.598,10.0,1.6,-2.377,-1.0,1.38,0.9982,499.59
pair_132,Set B,gen_012,1,1,476.0,344.0,287.5,138.5,278.86,8.078,9.0,0.92,3.944,1.0,2.94,0.6833,516.7
pair_133,Set B,gen_013,1,1,485.0,716.0,483.0,754.0,38.05,10.355,8.75,1.61,2.456,1.5,0.96,0.9321,533.13
pair_134,Set B,gen_014,1,1,286.0,460.0,309.5,464.5,23.93,10.79,12.0,1.21,4.681,5.0,0.32,0.9604,433.29
pair_135,Set B,gen_015,1,1,538.0,441.0,532.5,702.5,261.56,11.644,10.75,0.89,-4.587,-1.0,3.59,0.9905,484.81
pair_136,Set B,gen_016,1,0,334.0,492.0,0.0,0.0,999.0,9.992,0.0,999.0,-2.702,0.0,999.0,0.4086,500.18
pair_137,Set B,gen_017,1,1,508.0,304.0,507.5,325.5,21.51,8.081,9.0,0.92,-2.388,-2.5,0.11,0.8443,583.29
pair_138,Set B,gen_018,1,0,471.0,539.0,0.0,0.0,999.0,11.161,0.0,999.0,1.366,0.0,999.0,0.446,499.92
pair_139,Set B,gen_019,1,1,460.0,514.0,461.0,513.0,1.41,8.676,9.25,0.57,2.527,2.5,0.03,0.8506,583.3
pair_140,Set B,gen_020,1,1,501.0,307.0,501.0,289.0,18.0,9.258,8.75,0.51,-1.847,-1.0,0.85,0.7398,565.83
pair_141,Set C,gen_021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164,516.84
pair_142,Set C,gen_022,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3317,466.52
pair_143,Set C,gen_023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1226,382.02
pair_144,Set C,gen_024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1226,416.82
pair_145,Set C,gen_025,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822,500.04
pair_146,Set C,gen_026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822,451.08
pair_147,Set C,gen_027,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134,450.01
pair_148,Set C,gen_028,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134,450.05
pair_149,Set C,gen_029,0,1,0.0,0.0,722.0,212.0,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.9742,550.09
pair_150,Set C,gen_030,0,1,0.0,0.0,722.0,212.0,999.0,0.0,10.0,999.0,0.0,0.0,999.0,0.9742,583.52
pair_151,Set C,gen_031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,508.91
pair_152,Set C,gen_032,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,533.3
pair_153,Set C,gen_033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661,533.49
pair_154,Set C,gen_034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661,533.39
pair_155,Set C,gen_035,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513,379.57
pair_156,Set C,gen_036,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513,456.75
pair_157,Set C,gen_037,0,1,0.0,0.0,511.5,501.5,999.0,0.0,12.0,999.0,0.0,1.0,999.0,0.7282,433.24
pair_158,Set C,gen_038,0,1,0.0,0.0,511.5,501.5,999.0,0.0,12.0,999.0,0.0,1.0,999.0,0.7282,433.4
pair_159,Set C,gen_039,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,429.67
pair_160,Set C,gen_040,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,440.79
pair_161,Set C,gen_041,0,1,0.0,0.0,491.5,499.5,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,0.6317,492.33
pair_162,Set C,gen_042,0,1,0.0,0.0,491.5,499.5,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,0.6317,496.12
pair_163,Set C,gen_043,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342,394.67
pair_164,Set C,gen_044,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342,433.53
pair_165,Set C,gen_045,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,425.45
pair_166,Set C,gen_046,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,433.7
pair_167,Set C,gen_047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,466.04
pair_168,Set C,gen_048,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,490.3
pair_169,Set C,gen_049,0,1,0.0,0.0,507.0,508.0,999.0,0.0,10.25,999.0,0.0,1.5,999.0,0.8825,557.17
pair_170,Set C,gen_050,0,1,0.0,0.0,507.0,508.0,999.0,0.0,10.25,999.0,0.0,1.5,999.0,0.8825,521.27
pair_171,Set C,gen_051,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337,487.27
pair_172,Set C,gen_052,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313,483.41
pair_173,Set C,gen_053,0,1,0.0,0.0,481.5,552.5,999.0,0.0,11.25,999.0,0.0,-1.0,999.0,0.6945,444.18
pair_174,Set C,gen_054,0,1,0.0,0.0,481.5,552.5,999.0,0.0,11.25,999.0,0.0,-1.0,999.0,0.7359,416.41
pair_175,Set C,gen_055,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4837,415.09
pair_176,Set C,gen_056,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4837,403.43
pair_177,Set C,gen_057,0,1,0.0,0.0,434.0,911.0,999.0,0.0,8.75,999.0,0.0,1.5,999.0,0.5227,463.11
pair_178,Set C,gen_058,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,416.53
pair_179,Set C,gen_059,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2288,494.98
pair_180,Set C,gen_060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2288,484.96
pair_181,Set D,gen_001,1,1,669.0,376.0,669.0,376.0,0.0,9.44,9.25,0.19,-2.082,-2.5,0.42,0.9976,584.6
pair_182,Set D,gen_002,1,1,614.0,361.0,614.0,361.0,0.0,8.666,8.75,0.08,4.834,5.0,0.17,0.9969,546.51
pair_183,Set D,gen_003,1,1,521.0,511.0,520.5,510.5,0.71,9.506,9.75,0.24,2.521,2.5,0.02,0.9888,599.7
pair_184,Set D,gen_004,1,1,382.0,646.0,382.5,646.5,0.71,10.703,10.75,0.05,-1.021,-1.0,0.02,0.9952,582.5
pair_185,Set D,gen_005,1,1,470.0,520.0,570.0,720.0,223.61,9.43,10.0,0.57,-4.296,0.0,4.3,0.9987,583.08
pair_186,Set D,gen_006,1,1,297.0,732.0,296.5,732.5,0.71,11.76,11.75,0.01,-4.899,-5.0,0.1,0.986,514.7
pair_187,Set D,gen_007,1,1,454.0,498.0,454.5,498.5,0.71,8.246,8.25,0.0,3.095,3.5,0.4,0.9875,586.03
pair_188,Set D,gen_008,1,1,378.0,657.0,378.0,657.0,0.0,10.29,10.25,0.04,-1.864,-1.0,0.86,0.9963,583.29
pair_189,Set D,gen_009,1,1,481.0,436.0,441.0,236.0,203.96,9.448,10.0,0.55,-0.682,0.0,0.68,0.999,585.09
pair_190,Set D,gen_010,1,1,389.0,553.0,389.0,553.0,0.0,8.467,8.75,0.28,-0.517,-1.0,0.48,0.7281,579.99
pair_191,Set D,gen_011,1,1,537.0,466.0,372.0,466.0,165.0,10.332,10.0,0.33,2.423,0.0,2.42,0.999,503.21
pair_192,Set D,gen_012,1,1,490.0,365.0,490.0,530.0,165.0,8.563,10.0,1.44,0.456,0.0,0.46,0.999,594.95
pair_193,Set D,gen_013,1,1,494.0,722.0,304.0,532.0,268.7,9.412,10.0,0.59,-1.172,0.0,1.17,0.999,599.6
