pair_id,set,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,pred_score,runtime_ms
PAIR_069,Set B,1,1,610.051,707.076,608.7,706.7,1.4023469613472908,8.392,8.1,0.2919999999999998,-3.978,-4.75,0.7719999999999998,0.9981,758.7776184082031
PAIR_070,Set B,1,1,396.577,276.774,395.2,276.2,1.4918461716946694,10.733,10.9,0.16699999999999982,-1.277,-5.0,3.723,0.9984,672.68967628479
PAIR_071,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,624.3627071380615
PAIR_072,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862,518.3260440826416
PAIR_073,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788,623.7256526947021
PAIR_074,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352,649.2466926574707
PAIR_075,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6331,591.632604598999
PAIR_076,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,565.0148391723633
PAIR_077,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569,544.8195934295654
PAIR_078,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,608.6864471435547
PAIR_079,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,543.4174537658691
PAIR_080,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862,526.6141891479492
PAIR_081,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788,545.0193881988525
PAIR_082,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352,624.61256980896
PAIR_083,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6331,560.2471828460693
PAIR_084,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,529.8867225646973
PAIR_085,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569,535.0399017333984
PAIR_086,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,599.9164581298828
PAIR_087,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,575.2182006835938
PAIR_088,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862,532.0568084716797
PAIR_089,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788,545.224666595459
PAIR_090,Set C,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352,628.4611225128174
PAIR_091,Set D,1,1,736.426,481.18,736.8,480.94,0.44438271793571926,9.079,9.1,0.02099999999999902,1.234,2.5,1.266,0.9986,689.1894340515137
PAIR_092,Set D,1,1,407.73,581.726,407.2,581.2,0.746710117783322,10.599,10.9,0.30100000000000016,-4.507,-4.75,0.24300000000000033,0.9989,704.8702239990234
PAIR_093,Set D,1,1,397.219,635.379,396.2,635.12,1.0514000190222648,10.796,10.9,0.10400000000000098,1.795,5.0,3.205,0.9986,675.2643585205078
PAIR_094,Set D,1,1,344.868,487.981,344.2,488.04,0.6706004771844496,8.851,8.9,0.04899999999999949,4.921,4.75,0.17100000000000026,0.9978,714.9524688720703
PAIR_095,Set D,1,1,373.738,340.125,373.2,339.2,1.0700789690485617,11.544,11.9,0.35599999999999987,-2.108,-2.25,0.1419999999999999,0.9985,690.0060176849365
PAIR_096,Set D,1,1,463.081,571.67,463.8,572.55,1.136380658054326,11.67,11.9,0.23000000000000043,-2.889,-2.75,0.1389999999999998,0.9986,648.8661766052246
PAIR_097,Set D,1,1,265.438,304.334,264.7,303.7,0.9729337079164324,11.199,11.0,0.19899999999999984,-2.947,-2.75,0.19700000000000006,0.9984,651.1874198913574
PAIR_098,Set D,1,1,361.681,285.954,361.18,286.3,0.6088653381495607,10.116,10.1,0.016000000000000014,-4.39,-4.75,0.3600000000000003,0.9989,671.6418266296387
PAIR_099,Set D,1,1,714.817,321.624,715.27,321.46,0.4817727680141245,9.793,10.0,0.20700000000000074,2.131,2.75,0.6190000000000002,0.9988,695.4329013824463
PAIR_100,Set D,1,1,454.665,656.7,454.2,657.61,1.0219222083896464,11.318,11.1,0.21799999999999997,2.598,4.75,2.152,0.9981,601.4811992645264
