pair_id,set,gen_id,gt_found,pred_found,gt_x,gt_y,pred_x,pred_y,loc_err,gt_scale,pred_scale,scale_err,gt_theta,pred_theta,theta_err,pred_score,runtime_ms
pair_023,Set A,gen_023,1,1,513.0,482.0,641.8,482.08,128.8,8.637,10.0,1.36,3.763,0.0,3.76,0.9981,549.83
pair_024,Set A,gen_024,1,1,473.0,324.0,473.06,323.44,0.56,11.979,12.0,0.02,0.983,1.0,0.02,0.9912,466.76
pair_025,Set A,gen_025,1,1,484.0,537.0,483.8,537.8,0.82,9.678,10.0,0.32,-4.305,-4.0,0.3,0.9962,549.84
pair_026,Set A,gen_026,1,1,526.0,293.0,523.7,288.3,5.23,8.955,11.0,2.04,-0.249,-5.0,4.75,0.9923,549.81
pair_027,Set A,gen_027,1,1,487.0,490.0,487.8,809.2,319.2,10.295,10.0,0.29,4.625,0.0,4.62,0.9988,566.67
pair_028,Set A,gen_028,1,1,515.0,292.0,163.8,419.35,373.58,8.782,10.0,1.22,-3.325,0.0,3.33,0.9987,599.91
pair_029,Set A,gen_029,1,1,510.0,535.0,482.8,679.8,147.33,10.895,10.0,0.89,4.519,0.0,4.52,0.9988,517.63
pair_030,Set A,gen_030,1,1,492.0,349.0,688.8,637.8,349.48,10.402,10.0,0.4,-4.182,0.0,4.18,0.9989,566.61
pair_031,Set A,gen_031,1,1,521.0,537.0,520.99,537.8,0.8,9.782,10.0,0.22,0.506,1.0,0.49,0.9954,567.41
pair_032,Set A,gen_032,1,1,471.0,318.0,583.2,178.8,178.79,8.236,10.0,1.76,3.636,0.0,3.64,0.9972,549.86
pair_033,Set A,gen_033,1,1,467.0,481.0,466.2,480.7,0.85,8.364,8.25,0.11,-1.137,-1.5,0.36,0.8274,516.4
pair_034,Set A,gen_034,1,1,473.0,335.0,472.2,338.38,3.47,11.1,10.0,1.1,-3.576,-3.5,0.08,0.9814,466.55
pair_035,Set A,gen_035,1,1,532.0,509.0,375.2,275.01,281.67,9.174,10.0,0.83,-1.932,0.0,1.93,0.999,583.16
pair_036,Set A,gen_036,1,1,495.0,303.0,390.2,355.01,117.0,10.213,10.0,0.21,3.337,0.0,3.34,0.999,614.94
pair_037,Set A,gen_037,1,1,507.0,471.0,387.14,855.8,403.04,11.979,10.0,1.98,4.163,0.0,4.16,0.9987,516.77
pair_038,Set A,gen_038,1,1,462.0,330.0,389.63,449.2,139.45,11.59,10.0,1.59,4.42,0.0,4.42,0.9984,549.77
pair_039,Set A,gen_039,1,1,482.0,475.0,535.2,187.04,292.83,11.908,10.0,1.91,1.761,0.0,1.76,0.9986,518.81
pair_040,Set A,gen_040,1,1,535.0,311.0,516.2,599.19,288.8,9.156,10.0,0.84,2.194,0.0,2.19,0.9984,609.23
pair_041,Set A,gen_041,1,1,462.0,496.0,390.8,207.98,296.69,10.629,10.0,0.63,3.476,0.0,3.48,0.9988,583.13
pair_042,Set A,gen_042,1,1,486.0,305.0,737.2,448.41,289.25,10.398,10.0,0.4,3.742,0.0,3.74,0.9985,573.85
pair_043,Set A,gen_043,1,1,537.0,494.0,465.8,637.2,159.92,11.632,10.0,1.63,-3.66,0.0,3.66,0.9988,528.27
pair_044,Set A,gen_044,1,1,464.0,307.0,680.8,306.22,216.8,9.008,10.0,0.99,-1.395,0.0,1.4,0.9986,571.5
pair_045,Set A,gen_045,1,1,517.0,524.0,516.2,523.2,1.13,9.838,10.0,0.16,2.503,2.5,0.0,0.9984,585.23
pair_046,Set A,gen_046,1,1,517.0,325.0,643.8,468.2,191.27,11.038,10.0,1.04,-0.877,0.0,0.88,0.9984,549.82
pair_047,Set A,gen_047,1,1,529.0,529.0,145.8,145.8,541.93,11.06,10.0,1.06,3.489,0.0,3.49,0.9989,514.8
pair_048,Set A,gen_048,1,1,494.0,287.0,278.8,287.8,215.2,10.243,10.0,0.24,4.507,0.0,4.51,0.9989,568.99
pair_049,Set A,gen_049,1,1,476.0,478.0,362.8,650.47,206.3,10.475,10.0,0.47,-4.142,0.0,4.14,0.9989,616.56
pair_050,Set A,gen_050,1,1,476.0,298.0,362.8,470.43,206.27,8.638,10.0,1.36,2.295,0.0,2.29,0.9989,608.32
pair_051,Set A,gen_051,1,1,475.0,479.0,714.2,263.8,321.76,10.459,10.0,0.46,1.336,0.0,1.34,0.9987,563.18
pair_052,Set A,gen_052,1,1,525.0,336.0,428.2,143.78,215.22,8.102,10.0,1.9,4.174,0.0,4.17,0.9987,550.64
pair_053,Set A,gen_053,1,1,538.0,461.0,489.66,845.14,387.17,8.601,10.0,1.4,-2.792,0.0,2.79,0.9989,549.24
pair_054,Set A,gen_054,1,1,466.0,336.0,417.96,143.2,198.69,8.214,10.0,1.79,-4.393,0.0,4.39,0.9989,583.26
pair_055,Set A,gen_055,1,1,526.0,479.0,746.8,646.2,276.96,9.311,10.0,0.69,1.258,0.0,1.26,0.9988,576.31
pair_056,Set A,gen_056,1,1,504.0,293.0,702.8,265.2,200.73,9.544,10.0,0.46,2.048,0.0,2.05,0.9987,566.84
pair_057,Set A,gen_057,1,1,481.0,468.0,481.8,660.44,192.44,10.072,10.0,0.07,-3.276,0.0,3.28,0.9989,583.44
pair_058,Set A,gen_058,1,1,536.0,345.0,535.23,536.96,191.96,11.497,10.0,1.5,0.789,0.0,0.79,0.9987,548.92
pair_059,Set A,gen_059,1,1,477.0,485.0,508.97,100.2,386.13,10.716,10.0,0.72,-4.157,0.0,4.16,0.9988,549.47
pair_060,Set A,gen_060,1,1,512.0,327.0,863.2,103.8,416.12,9.265,10.0,0.73,4.843,0.0,4.84,0.9987,565.94
pair_061,Set A,gen_001,1,1,676.0,317.0,674.7,316.99,1.3,10.852,10.75,0.1,2.393,2.5,0.11,0.9978,533.7
pair_062,Set A,gen_002,1,1,687.0,369.0,688.3,368.7,1.33,11.051,11.25,0.2,3.903,5.0,1.1,0.9974,482.6
pair_063,Set A,gen_003,1,1,468.0,529.0,467.66,529.78,0.85,10.077,10.25,0.17,0.886,1.0,0.11,0.9982,616.88
pair_064,Set A,gen_004,1,1,357.0,654.0,357.12,374.35,279.65,11.313,10.0,1.31,-3.082,0.0,3.08,0.998,533.54
pair_065,Set A,gen_005,1,1,501.0,460.0,651.8,560.8,181.39,9.332,10.0,0.67,-4.654,0.0,4.65,0.9987,599.5
pair_066,Set A,gen_006,1,1,320.0,702.0,470.8,51.24,668.0,8.693,10.0,1.31,-3.058,0.0,3.06,0.9987,583.06
pair_067,Set A,gen_007,1,1,520.0,469.0,518.7,469.3,1.33,9.769,9.75,0.02,4.247,4.0,0.25,0.9965,565.37
pair_068,Set A,gen_008,1,1,322.0,652.0,532.65,652.8,210.65,8.172,10.0,1.83,3.852,0.0,3.85,0.9978,566.49
pair_069,Set A,gen_009,1,1,438.0,464.0,278.8,64.8,429.77,10.308,10.0,0.31,-1.448,0.0,1.45,0.9991,590.25
pair_070,Set A,gen_010,1,1,387.0,569.0,187.01,648.2,215.1,8.195,10.0,1.8,4.584,0.0,4.58,0.9983,533.75
pair_071,Set B,gen_011,1,1,493.0,510.0,493.33,507.67,2.35,9.11,10.75,1.64,-4.039,-3.5,0.54,0.9859,533.26
pair_072,Set B,gen_012,1,1,531.0,327.0,531.7,670.3,343.3,11.95,9.0,2.95,-3.171,-1.0,2.17,0.7867,630.88
pair_073,Set B,gen_013,1,1,497.0,709.0,499.3,522.3,186.71,10.311,9.0,1.31,-3.481,3.5,6.98,0.9882,649.71
pair_074,Set B,gen_014,1,1,322.0,462.0,410.0,136.2,337.48,11.56,9.25,2.31,3.369,3.5,0.13,0.9696,716.74
pair_075,Set B,gen_015,1,1,474.0,389.0,479.7,647.34,258.4,8.026,10.75,2.72,-2.255,-3.5,1.25,0.6146,433.69
pair_076,Set B,gen_016,1,1,327.0,498.0,250.7,676.3,193.94,8.943,11.0,2.06,4.124,-2.5,6.62,0.989,533.59
pair_077,Set B,gen_017,1,1,460.0,288.0,460.75,286.2,1.95,9.167,10.25,1.08,0.439,3.5,3.06,0.9618,616.4
pair_078,Set B,gen_018,1,1,487.0,533.0,486.8,536.23,3.24,9.264,9.25,0.01,-4.91,-2.5,2.41,0.8538,559.8
pair_079,Set B,gen_019,1,1,503.0,522.0,502.19,524.71,2.83,9.34,9.0,0.34,-4.19,-1.5,2.69,0.919,534.01
pair_080,Set B,gen_020,1,1,489.0,285.0,489.7,316.7,31.71,11.535,12.0,0.46,-3.206,-1.0,2.21,0.9533,400.04
pair_081,Set B,gen_021,1,1,494.0,525.0,569.7,655.3,150.69,9.155,9.0,0.15,-3.086,1.0,4.09,0.937,581.52
pair_082,Set B,gen_022,1,1,495.0,309.0,497.09,332.1,23.19,9.462,9.75,0.29,0.432,3.5,3.07,0.9501,550.12
pair_083,Set B,gen_023,1,1,526.0,503.0,521.89,502.3,4.17,11.99,12.0,0.01,-3.508,1.0,4.51,0.9426,450.02
pair_084,Set B,gen_024,1,1,487.0,295.0,487.65,285.96,9.06,10.161,11.25,1.09,-2.622,3.5,6.12,0.9363,517.34
pair_085,Set B,gen_025,1,1,474.0,537.0,464.7,542.7,10.91,9.19,11.25,2.06,3.517,5.0,1.48,0.9715,500.05
pair_086,Set B,gen_026,1,1,461.0,305.0,462.3,304.98,1.3,10.877,10.75,0.13,2.867,2.5,0.37,0.9934,531.97
pair_087,Set B,gen_027,1,1,467.0,514.0,467.8,353.2,160.8,11.723,10.0,1.72,2.22,0.0,2.22,0.9985,583.56
pair_088,Set B,gen_028,1,1,530.0,338.0,534.98,314.07,24.44,10.697,9.0,1.7,-0.649,-1.0,0.35,0.8724,633.41
pair_089,Set B,gen_029,1,1,478.0,474.0,454.3,341.7,134.41,10.454,11.0,0.55,-4.55,-1.0,3.55,0.8897,499.53
pair_090,Set B,gen_030,1,1,471.0,314.0,340.7,451.7,189.58,8.4,9.0,0.6,4.778,1.0,3.78,0.9711,601.72
pair_091,Set B,gen_031,1,1,509.0,464.0,514.3,460.3,6.46,9.032,9.0,0.03,3.603,2.5,1.1,0.8457,566.6
pair_092,Set B,gen_032,1,1,509.0,299.0,509.8,299.8,1.13,11.245,10.25,0.99,2.428,-1.0,3.43,0.979,497.49
pair_093,Set B,gen_033,1,1,497.0,468.0,489.7,455.3,14.65,9.062,12.0,2.94,3.084,1.5,1.58,0.8973,516.83
pair_094,Set B,gen_034,1,1,516.0,338.0,512.75,368.2,30.37,8.487,10.25,1.76,-0.376,-1.0,0.62,0.9691,484.82
pair_095,Set B,gen_035,1,1,467.0,475.0,107.7,547.3,366.5,11.897,11.25,0.65,4.302,-1.0,5.3,0.791,565.21
pair_096,Set B,gen_036,1,1,524.0,285.0,518.7,313.45,28.94,9.228,10.75,1.52,-3.802,-3.5,0.3,0.9912,533.34
pair_097,Set B,gen_037,1,1,510.0,471.0,509.3,474.3,3.37,9.326,10.75,1.42,0.69,1.5,0.81,0.9839,499.76
pair_098,Set B,gen_038,1,1,473.0,339.0,468.2,315.2,24.28,10.62,9.25,1.37,-4.413,-3.5,0.91,0.9882,599.69
pair_099,Set B,gen_039,1,1,468.0,505.0,476.17,504.15,8.21,8.747,10.75,2.0,0.221,1.0,0.78,0.9224,599.15
pair_100,Set B,gen_040,1,1,505.0,345.0,507.8,335.8,9.62,11.178,10.25,0.93,-2.425,-1.5,0.92,0.7949,547.2
pair_101,Set B,gen_041,1,1,507.0,502.0,707.7,159.7,396.8,8.993,9.0,0.01,1.639,1.0,0.64,0.7022,589.29
pair_102,Set B,gen_042,1,1,535.0,294.0,530.3,326.3,32.64,9.614,11.25,1.64,-0.804,-1.0,0.2,0.5114,433.26
pair_103,Set B,gen_043,1,1,496.0,534.0,313.3,529.3,182.76,10.554,11.75,1.2,-1.19,-1.0,0.19,0.8311,416.16
pair_104,Set B,gen_044,1,0,523.0,275.0,0.0,0.0,999.0,9.993,0.0,999.0,0.773,0.0,999.0,0.4582,581.93
pair_105,Set B,gen_045,1,1,495.0,477.0,212.3,91.7,477.89,9.053,9.0,0.05,3.546,1.0,2.55,0.613,583.01
pair_106,Set B,gen_046,1,1,508.0,299.0,951.7,132.7,473.84,11.458,12.0,0.54,4.157,2.5,1.66,0.7108,422.89
pair_107,Set B,gen_047,1,1,513.0,519.0,438.8,291.8,239.01,11.514,9.25,2.26,-3.513,1.0,4.51,0.9945,564.99
pair_108,Set B,gen_048,1,0,511.0,275.0,0.0,0.0,999.0,8.942,0.0,999.0,1.32,0.0,999.0,0.4723,600.2
pair_109,Set B,gen_049,1,1,537.0,534.0,532.2,530.8,5.77,9.096,10.25,1.15,-1.936,-1.5,0.44,0.9983,549.93
pair_110,Set B,gen_050,1,1,522.0,285.0,504.8,501.2,216.88,9.173,10.25,1.08,4.503,1.0,3.5,0.9971,617.4
pair_111,Set B,gen_051,1,1,473.0,489.0,475.3,490.3,2.64,8.963,9.75,0.79,3.342,3.5,0.16,0.9964,542.4
pair_112,Set B,gen_052,1,1,519.0,293.0,912.3,838.3,672.34,10.765,11.0,0.23,1.163,-2.5,3.66,0.9806,501.82
pair_113,Set B,gen_053,1,1,523.0,522.0,523.2,524.8,2.81,10.813,10.25,0.56,3.244,3.5,0.26,0.9953,548.11
pair_114,Set B,gen_054,1,1,532.0,324.0,534.8,309.8,14.47,11.037,10.25,0.79,-0.964,-1.0,0.04,0.9985,627.84
pair_115,Set B,gen_055,1,1,537.0,465.0,471.8,100.2,370.58,10.295,10.0,0.29,-1.886,1.0,2.89,0.9966,545.42
pair_116,Set B,gen_056,1,1,508.0,326.0,193.96,860.2,619.67,9.196,9.25,0.05,-2.405,2.5,4.9,0.579,495.19
pair_117,Set B,gen_057,1,1,537.0,462.0,539.2,903.2,441.21,9.646,9.25,0.4,0.505,1.0,0.49,0.9842,578.95
pair_118,Set B,gen_058,1,1,522.0,324.0,524.8,516.2,192.22,8.563,9.25,0.69,0.062,1.0,0.94,0.991,586.88
pair_119,Set B,gen_059,1,1,525.0,502.0,461.8,885.2,388.38,8.912,10.0,1.09,-2.052,0.0,2.05,0.9984,534.73
pair_120,Set B,gen_060,1,1,482.0,335.0,565.7,523.3,206.06,10.218,11.75,1.53,1.237,-1.5,2.74,0.9172,416.98
pair_121,Set B,gen_001,1,1,632.0,353.0,642.3,342.3,14.85,10.892,10.75,0.14,4.818,3.5,1.32,0.9949,533.81
pair_122,Set B,gen_002,1,1,630.0,374.0,611.3,393.3,26.87,8.879,10.75,1.87,-4.12,-3.5,0.62,0.9951,490.0
pair_123,Set B,gen_003,1,1,515.0,486.0,725.8,486.8,210.8,11.459,10.0,1.46,4.612,0.0,4.61,0.9895,529.95
pair_124,Set B,gen_004,1,1,319.0,619.0,308.8,626.2,12.49,10.593,9.25,1.34,-2.102,-5.0,2.9,0.9442,563.63
pair_125,Set B,gen_005,1,1,506.0,527.0,356.8,277.8,290.45,8.485,10.0,1.52,1.108,0.0,1.11,0.9975,600.51
pair_126,Set B,gen_006,1,1,320.0,694.0,296.3,721.3,36.15,9.76,9.0,0.76,-3.066,-2.5,0.57,0.6103,580.0
pair_127,Set B,gen_007,1,1,529.0,516.0,532.89,518.8,4.79,9.258,8.75,0.51,-1.802,-2.5,0.7,0.8862,517.13
pair_128,Set B,gen_008,1,1,322.0,664.0,309.8,674.2,15.9,11.313,9.25,2.06,1.795,-1.0,2.79,0.9941,563.62
pair_129,Set B,gen_009,1,1,424.0,496.0,429.7,494.7,5.85,9.781,11.0,1.22,-2.9,-2.5,0.4,0.9241,483.46
pair_130,Set B,gen_010,1,1,422.0,556.0,662.2,355.21,313.07,8.653,10.25,1.6,-3.047,1.0,4.05,0.9757,616.6
pair_131,Set B,gen_011,1,1,518.0,494.0,517.2,329.33,164.67,11.598,10.0,1.6,-2.377,-1.0,1.38,0.9982,584.63
pair_132,Set B,gen_012,1,1,476.0,344.0,659.88,139.3,275.16,8.078,9.0,0.92,3.944,1.0,2.94,0.7209,616.18
pair_133,Set B,gen_013,1,1,485.0,716.0,704.3,417.7,370.24,10.355,9.0,1.36,2.456,-2.5,4.96,0.9835,599.78
pair_134,Set B,gen_014,1,1,286.0,460.0,820.3,464.7,534.32,10.79,11.25,0.46,4.681,2.5,2.18,0.9925,483.51
pair_135,Set B,gen_015,1,1,538.0,441.0,363.7,532.3,196.76,11.644,10.75,0.89,-4.587,-1.5,3.09,0.9911,516.82
pair_136,Set B,gen_016,1,1,334.0,492.0,99.82,598.7,257.34,9.992,9.0,0.99,-2.702,-1.0,1.7,0.7197,617.66
pair_137,Set B,gen_017,1,1,508.0,304.0,509.2,325.8,21.83,8.081,9.25,1.17,-2.388,2.5,4.89,0.881,566.66
pair_138,Set B,gen_018,1,0,471.0,539.0,0.0,0.0,999.0,11.161,0.0,999.0,1.366,0.0,999.0,0.4877,449.5
pair_139,Set B,gen_019,1,1,460.0,514.0,460.2,512.2,1.81,8.676,9.25,0.57,2.527,2.5,0.03,0.8506,599.83
pair_140,Set B,gen_020,1,1,501.0,307.0,501.73,288.82,18.19,9.258,8.75,0.51,-1.847,-1.0,0.85,0.7398,533.41
pair_141,Set C,gen_021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4016,464.69
pair_142,Set C,gen_022,0,1,0.0,0.0,504.95,503.82,999.0,0.0,8.0,999.0,0.0,0.0,999.0,0.7462,399.93
pair_143,Set C,gen_023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005,466.43
pair_144,Set C,gen_024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005,498.93
pair_145,Set C,gen_025,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,450.09
pair_146,Set C,gen_026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,466.83
pair_147,Set C,gen_027,0,1,0.0,0.0,567.71,757.79,999.0,0.0,10.75,999.0,0.0,1.0,999.0,0.7602,465.08
pair_148,Set C,gen_028,0,1,0.0,0.0,567.71,757.79,999.0,0.0,10.75,999.0,0.0,1.0,999.0,0.7602,432.02
pair_149,Set C,gen_029,0,1,0.0,0.0,696.3,211.37,999.0,0.0,9.75,999.0,0.0,-1.0,999.0,0.9785,599.92
pair_150,Set C,gen_030,0,1,0.0,0.0,696.3,211.37,999.0,0.0,9.75,999.0,0.0,-1.0,999.0,0.9785,599.97
pair_151,Set C,gen_031,0,1,0.0,0.0,508.02,524.25,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,0.6444,566.59
pair_152,Set C,gen_032,0,1,0.0,0.0,508.12,525.3,999.0,0.0,12.0,999.0,0.0,-2.5,999.0,0.643,566.6
pair_153,Set C,gen_033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4953,517.81
pair_154,Set C,gen_034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4953,499.7
pair_155,Set C,gen_035,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513,383.28
pair_156,Set C,gen_036,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513,383.29
pair_157,Set C,gen_037,0,1,0.0,0.0,490.7,503.3,999.0,0.0,10.75,999.0,0.0,-1.5,999.0,0.8918,416.75
pair_158,Set C,gen_038,0,1,0.0,0.0,490.7,503.3,999.0,0.0,10.75,999.0,0.0,-1.5,999.0,0.8918,431.79
pair_159,Set C,gen_039,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,366.71
pair_160,Set C,gen_040,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,366.39
pair_161,Set C,gen_041,0,1,0.0,0.0,633.7,497.7,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,0.8085,598.55
pair_162,Set C,gen_042,0,1,0.0,0.0,633.7,497.7,999.0,0.0,9.0,999.0,0.0,-1.0,999.0,0.8085,616.49
pair_163,Set C,gen_043,0,1,0.0,0.0,519.2,479.2,999.0,0.0,10.0,999.0,0.0,1.5,999.0,0.7108,416.58
pair_164,Set C,gen_044,0,1,0.0,0.0,519.2,479.2,999.0,0.0,10.0,999.0,0.0,1.5,999.0,0.7108,432.73
pair_165,Set C,gen_045,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2561,416.69
pair_166,Set C,gen_046,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2561,399.41
pair_167,Set C,gen_047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,466.64
pair_168,Set C,gen_048,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,454.73
pair_169,Set C,gen_049,0,1,0.0,0.0,505.88,507.39,999.0,0.0,9.75,999.0,0.0,1.5,999.0,0.8913,576.98
pair_170,Set C,gen_050,0,1,0.0,0.0,505.88,507.39,999.0,0.0,9.75,999.0,0.0,1.5,999.0,0.8913,633.09
pair_171,Set C,gen_051,0,1,0.0,0.0,224.2,792.2,999.0,0.0,8.75,999.0,0.0,1.0,999.0,0.5267,500.02
pair_172,Set C,gen_052,0,1,0.0,0.0,507.3,506.3,999.0,0.0,11.0,999.0,0.0,-1.5,999.0,0.6755,465.91
pair_173,Set C,gen_053,0,1,0.0,0.0,578.3,551.3,999.0,0.0,10.75,999.0,0.0,1.0,999.0,0.7429,483.46
pair_174,Set C,gen_054,0,1,0.0,0.0,480.7,552.39,999.0,0.0,11.25,999.0,0.0,-1.0,999.0,0.7359,449.85
pair_175,Set C,gen_055,0,1,0.0,0.0,826.7,957.39,999.0,0.0,11.75,999.0,0.0,-1.5,999.0,0.7124,366.69
pair_176,Set C,gen_056,0,1,0.0,0.0,826.7,957.39,999.0,0.0,11.75,999.0,0.0,-1.5,999.0,0.7124,333.29
pair_177,Set C,gen_057,0,1,0.0,0.0,432.8,528.87,999.0,0.0,9.25,999.0,0.0,0.0,999.0,0.7957,466.61
pair_178,Set C,gen_058,0,1,0.0,0.0,178.7,957.7,999.0,0.0,12.0,999.0,0.0,-5.0,999.0,0.7328,366.49
pair_179,Set C,gen_059,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026,451.6
pair_180,Set C,gen_060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026,483.58
pair_181,Set D,gen_001,1,1,669.0,376.0,668.2,376.8,1.13,9.44,9.25,0.19,-2.082,-2.5,0.42,0.9976,583.22
pair_182,Set D,gen_002,1,1,614.0,361.0,613.2,361.8,1.13,8.666,8.75,0.08,4.834,5.0,0.17,0.9969,533.03
pair_183,Set D,gen_003,1,1,521.0,511.0,660.72,511.12,139.72,9.506,10.0,0.49,2.521,0.0,2.52,0.9975,615.94
pair_184,Set D,gen_004,1,1,382.0,646.0,592.23,646.73,210.23,10.703,10.0,0.7,-1.021,0.0,1.02,0.9978,568.0
pair_185,Set D,gen_005,1,1,470.0,520.0,570.8,720.8,224.68,9.43,10.0,0.57,-4.296,0.0,4.3,0.9987,631.94
pair_186,Set D,gen_006,1,1,297.0,732.0,797.67,332.8,640.34,11.76,10.0,1.76,-4.899,0.0,4.9,0.9986,577.42
pair_187,Set D,gen_007,1,1,454.0,498.0,593.2,498.58,139.2,8.246,10.0,1.75,3.095,0.0,3.1,0.9982,583.31
pair_188,Set D,gen_008,1,1,378.0,657.0,448.69,656.66,70.69,10.29,10.0,0.29,-1.864,0.0,1.86,0.9978,549.96
pair_189,Set D,gen_009,1,1,481.0,436.0,640.99,276.8,225.7,9.448,10.0,0.55,-0.682,0.0,0.68,0.999,633.38
pair_190,Set D,gen_010,1,1,389.0,553.0,588.98,632.2,215.09,8.467,10.0,1.53,-0.517,0.0,0.52,0.9983,633.28
pair_191,Set D,gen_011,1,1,537.0,466.0,371.73,465.2,165.27,10.332,10.0,0.33,2.423,0.0,2.42,0.999,616.68
pair_192,Set D,gen_012,1,1,490.0,365.0,490.58,530.15,165.15,8.563,10.0,1.44,0.456,0.0,0.46,0.999,663.71
pair_193,Set D,gen_013,1,1,494.0,722.0,304.77,532.7,267.66,9.412,10.0,0.59,-1.172,0.0,1.17,0.999,650.63
